"operator(color)","airline (callsign)","flight number","airplane type","from  (ICAO)","to (ICAO)","approach time","departure time","approach altitude override (feet)","special"
MAX,MAX,4823,FRJ1,KJFK,KRDU,15:06,,,
DEN,DEN,2604,EJT1,KMIA,KRDU,15:10,,,
MAX,MAX,4573,FRJ1,KCLT,KRDU,15:10,,,
TAB,TAB,5044,FRJ1,KDFW,KRDU,15:10,,,
MAX,MAX,4761,FRJ1,KBNA,KRDU,15:15,,,
TAB,TAB,6196,EJT1,KMCO,KRDU,15:16,,,
MAX,MAX,1326,FRJ1,KLGA,KRDU,15:17,,,
VAL,VAL,6738,BTRP,KCLT,KRDU,15:18,,,
DEN,DEN,4713,EJT1,KDCA,KRDU,15:21,,,
MAX,MAX,6813,FRJ1,KATL,KRDU,15:24,,,
DEN,DEN,4042,EJT1,KSFO,KRDU,15:25,,,
MAX,MAX,1147,FRJ1,KIAD,KRDU,15:25,,,
FRT,FRT,4384,EJT1,KATL,KRDU,15:26,,,
VAL,VAL,1969,FRJ1,KJFK,KRDU,15:28,,,
MAX,MAX,5581,FRJ1,KATL,KRDU,15:29,,,
VAL,VAL,9825,FRJ1,CYYZ,KRDU,15:40,,,
MAX,MAX,9838,FRJ1,KLGA,KRDU,15:43,,,
VAL,VAL,7262,EJT1,KBOS,KRDU,15:43,,,
MAX,MAX,7715,FRJ1,KMCO,KRDU,15:46,,,
VAL,VAL,5527,EJT1,KDCA,KRDU,15:47,,,
FRT,FRT,503,EJT1,KSEA,KRDU,15:48,,,
MAX,MAX,2118,FRJ1,LFPG,KRDU,15:49,,,
VAL,VAL,56,EJT1,KMCO,KRDU,15:49,,,
MAX,MAX,9023,FRJ1,KATL,KRDU,15:50,,,
DEN,DEN,8688,EJT1,KORD,KRDU,15:52,,,
MAX,MAX,6918,FRJ1,KBOS,KRDU,15:55,,,
VAL,VAL,3760,EJT1,KBNA,KRDU,16:02,,,
MAX,MAX,5931,FRJ1,KBNA,KRDU,16:07,,,
MAX,MAX,41,FRJ1,KEWR,KRDU,16:09,,,
MAX,MAX,2384,FRJ1,KJAX,KRDU,16:10,,,
DEN,DEN,6647,EJT1,KTPA,KRDU,16:13,,,
DEN,DEN,5555,EJT1,KCLT,KRDU,16:15,,,
TAB,TAB,7234,FRJ1,KEWR,KRDU,16:15,,,
MAX,MAX,5864,FRJ1,KMIA,KRDU,16:17,,,
MAX,MAX,1974,FRJ1,KBNA,KRDU,16:23,,,
VAL,VAL,4661,EJT1,KAUS,KRDU,16:23,,,
VAL,VAL,205,EJT1,KFLL,KRDU,16:24,,,
VAL,VAL,3539,EJT1,KJFK,KRDU,16:24,,,
VAL,VAL,6953,EJT1,KATL,KRDU,16:25,,,
MAX,MAX,581,FRJ1,KFLL,KRDU,16:29,,,
VAL,VAL,5318,FRJ1,KATL,KRDU,16:32,,,
MAX,MAX,1643,FRJ1,KATL,KRDU,16:33,,,
VAL,VAL,2414,BTRP,KLGA,KRDU,16:35,,,
VAL,VAL,208,EJT1,KMIA,KRDU,16:38,,,
VAL,VAL,5042,EJT1,TJSJ,KRDU,16:39,,,
FRT,FRT,941,EJT1,KLGA,KRDU,16:40,,,
TAB,TAB,2068,EJT1,KATL,KRDU,16:40,,,
TAB,TAB,9842,EJT1,KEWR,KRDU,16:42,,,
TAB,TAB,3154,EJT1,KCLT,KRDU,16:42,,,
MAX,MAX,8486,FRJ1,KATL,KRDU,16:45,,,
DEN,DEN,9811,EJT1,KEWR,KRDU,16:46,,,
MAX,MAX,3361,FRJ1,KDEN,KRDU,16:47,,,
FRT,FRT,6782,EJT1,KMCO,KRDU,16:47,,,
MAX,MAX,4477,FRJ1,KLGA,KRDU,16:50,,,
VAL,VAL,394,EJT1,KJFK,KRDU,16:50,,,
TAB,TAB,9136,EJT1,KCLT,KRDU,16:55,,,
MAX,MAX,1066,FRJ1,KJFK,KRDU,16:57,,,
TAB,TAB,8532,EJT1,KIAD,KRDU,16:57,,,
DEN,DEN,1284,EJT1,KTPA,KRDU,17:03,,,
TAB,TAB,4003,EJT1,KSTL,KRDU,17:06,,,
MAX,MAX,2403,FRJ1,KBNA,KRDU,17:07,,,
VAL,VAL,9363,EJT1,KPHX,KRDU,17:07,,,
VAL,VAL,5304,EJT1,KDFW,KRDU,17:09,,,
VAL,VAL,3367,FRJ1,KBOS,KRDU,17:10,,,
MAX,MAX,77,FRJ1,KMIA,KRDU,17:10,,,
DEN,DEN,5376,EJT1,EGLL,KRDU,17:20,,,
VAL,VAL,6896,FRJ1,KCLT,KRDU,17:21,,,
MAX,MAX,959,FRJ1,KBOS,KRDU,17:24,,,
TAB,TAB,8228,EJT1,KLAX,KRDU,17:28,,,
VAL,VAL,4830,BTRP,KBOS,KRDU,17:28,,,
TAB,TAB,5742,EJT1,KCLT,KRDU,17:29,,,
FRT,FRT,5456,EJT1,KOAJ,KRDU,17:31,,,
MAX,MAX,2703,FRJ1,KMIA,KRDU,17:32,,,
VAL,VAL,52,EJT1,KPHX,KRDU,17:33,,,
MAX,MAX,6434,FRJ1,KIAD,KRDU,17:34,,,
DEN,DEN,4655,EJT1,KTPA,KRDU,17:35,,,
VAL,VAL,9652,EJT1,KMSP,KRDU,17:38,,,
MAX,MAX,6802,FRJ1,KEWR,KRDU,17:40,,,
MAX,MAX,1412,FRJ1,KJFK,KRDU,17:41,,,
MAX,MAX,6700,FRJ1,KLGA,KRDU,17:43,,,
VAL,VAL,4055,FRJ1,KCLT,KRDU,17:44,,,
TAB,TAB,122,EJT1,KJFK,KRDU,17:46,,,
MAX,MAX,365,FRJ1,KDCA,KRDU,17:48,,,
VAL,VAL,3618,EJT1,KAUS,KRDU,17:50,,,
VAL,VAL,9138,EJT1,KDCA,KRDU,17:51,,,
MAX,MAX,1955,FRJ1,KDTW,KRDU,17:52,,,
VAL,VAL,349,EJT1,KFLL,KRDU,17:53,,,
MAX,MAX,2563,FRJ1,KORD,KRDU,17:54,,,
MAX,MAX,8314,FRJ1,KCLT,KRDU,17:55,,,
MAX,MAX,205,FRJ1,KPIT,KRDU,17:57,,,
FRT,FRT,9082,EJT1,KBTV,KRDU,17:57,,,
VAL,VAL,6762,EJT1,KFLL,KRDU,17:58,,,
MAX,MAX,4525,FRJ1,KBNA,KRDU,17:59,,,
DEN,DEN,120,FRJ1,KJFK,KRDU,18:01,,,
TAB,TAB,1647,FRJ1,KORD,KRDU,18:02,,,
MAX,MAX,726,FRJ1,KBNA,KRDU,18:04,,,
MAX,MAX,9919,FRJ1,KMSP,KRDU,18:06,,,
DEN,DEN,6050,EJT1,EGLL,KRDU,18:06,,,
VAL,VAL,5248,EJT1,KPHX,KRDU,18:07,,,
MAX,MAX,6247,FRJ1,KPIT,KRDU,18:14,,,
MAX,MAX,7413,FRJ1,KDCA,KRDU,18:15,,,
DEN,DEN,2460,EJT1,KTPA,KRDU,18:16,,,
MAX,MAX,1650,FRJ1,KDCA,KRDU,18:16,,,
MAX,MAX,4247,FRJ1,KMCO,KRDU,18:17,,,
VAL,VAL,1943,EJT1,KEWR,KRDU,18:18,,,
MAX,MAX,1949,FRJ1,KATL,KRDU,18:18,,,
VAL,VAL,1609,EJT1,CYUL,KRDU,18:18,,,
MAX,MAX,3047,FRJ1,KBOS,KRDU,18:20,,,
MAX,MAX,4382,FRJ1,KBNA,KRDU,18:27,,,
VAL,VAL,6355,EJT1,KDCA,KRDU,18:30,,,
MAX,MAX,4633,FRJ1,KMDW,KRDU,18:33,,,
VAL,VAL,3897,EJT1,KDEN,KRDU,18:34,,,
TAB,TAB,1157,EJT1,KMCO,KRDU,18:37,,,
MAX,MAX,6472,FRJ1,KJFK,KRDU,18:39,,,
MAX,MAX,9134,FRJ1,BIKF,KRDU,18:39,,,
MAX,MAX,2163,FRJ1,KPHL,KRDU,18:41,,,
VAL,VAL,7859,FRJ1,KDFW,KRDU,18:42,,,
MAX,MAX,7830,FRJ1,KMIA,KRDU,18:45,,,
DEN,DEN,3221,FRJ1,KFLL,KRDU,18:46,,,
VAL,VAL,8334,BTRP,KCLT,KRDU,18:49,,,
MAX,MAX,7618,FRJ1,KDCA,KRDU,18:49,,,
DEN,DEN,9637,EJT1,KEWR,KRDU,18:53,,,
MAX,MAX,1492,FRJ1,BIKF,KRDU,18:55,,,
VAL,VAL,7646,FRJ1,KMCO,KRDU,18:58,,,
MAX,MAX,6341,FRJ1,KORD,KRDU,19:10,,,
MAX,MAX,7828,FRJ1,KMDW,KRDU,19:10,,,
MAX,MAX,8606,FRJ1,KLGA,KRDU,19:16,,,
DEN,DEN,4726,FRJ1,KATL,KRDU,19:18,,,
MAX,MAX,941,FRJ1,KBOS,KRDU,19:18,,,
