"operator(color)","airline (callsign)","flight number","airplane type","from  (ICAO)","to (ICAO)","approach time","departure time","approach altitude override (feet)","special"
VAL,VAL,5471,FRJ1,CYYZ,KRDU,08:19,,,
VAL,VAL,3400,EJT1,CYYZ,KRDU,08:20,,,
TAB,TAB,5238,EJT1,KAUS,KRDU,08:21,,,
LAW,LAW,6416,FRJ1,KORF,KRDU,08:21,,,
MAX,MAX,2581,FRJ1,KTPA,KRDU,08:22,,,
DEN,DEN,2770,EJT1,KLGA,KRDU,08:22,,,
MAX,MAX,10,FRJ1,KIAH,KRDU,08:24,,,
TAB,TAB,3185,EJT1,KILM,KRDU,08:26,,,
MAX,MAX,1937,FRJ1,KMCO,KRDU,08:28,,,
MAX,MAX,4497,FRJ1,KJFK,KRDU,08:36,,,
MAX,MAX,8308,FRJ1,KIAD,KRDU,08:36,,,
MAX,MAX,746,FRJ1,KMSP,KRDU,08:39,,,
FRT,FRT,8883,EJT1,KLGA,KRDU,08:44,,,
VAL,VAL,6213,FRJ1,KBNA,KRDU,08:47,,,
MAX,MAX,7697,FRJ1,KCLT,KRDU,08:47,,,
MAX,MAX,7496,FRJ1,KDCA,KRDU,08:47,,,
MAX,MAX,6538,FRJ1,KLAS,KRDU,08:48,,,
DEN,DEN,7889,FRJ1,KDTW,KRDU,08:51,,,
VAL,VAL,4163,EJT1,KMCO,KRDU,08:57,,,
DEN,DEN,6324,FRJ1,KDTW,KRDU,08:59,,,
VAL,VAL,4390,FRJ1,KATL,KRDU,09:01,,,
FRT,FRT,6836,EJT1,KJFK,KRDU,09:02,,,
MAX,MAX,1904,FRJ1,KCLT,KRDU,09:04,,,
VAL,VAL,8146,EJT1,CYUL,KRDU,09:04,,,
FRT,FRT,6476,EJT1,KLGA,KRDU,09:04,,,
VAL,VAL,965,EJT1,KIND,KRDU,09:05,,,
DEN,DEN,6958,EJT1,KMIA,KRDU,09:06,,,
VAL,VAL,2179,EJT1,KJFK,KRDU,09:06,,,
MAX,MAX,5738,FRJ1,KDFW,KRDU,09:06,,,
MAX,MAX,3277,FRJ1,KSEA,KRDU,09:07,,,
DEN,DEN,7640,EJT1,KLGA,KRDU,09:09,,,
MAX,MAX,5700,FRJ1,KIAH,KRDU,09:09,,,
VAL,VAL,4586,EJT1,KDCA,KRDU,09:11,,,
MAX,MAX,6273,FRJ1,KEWR,KRDU,09:11,,,
FRT,FRT,6780,EJT1,KCLT,KRDU,09:13,,,
VAL,VAL,8608,FRJ1,KEWR,KRDU,09:13,,,
MAX,MAX,4102,FRJ1,KBNA,KRDU,09:15,,,
TAB,TAB,881,EJT1,KILM,KRDU,09:16,,,
MAX,MAX,639,FRJ1,KDAL,KRDU,09:17,,,
TAB,TAB,9447,EJT1,KPIT,KRDU,09:18,,,
MAX,MAX,1364,FRJ1,KIAD,KRDU,09:19,,,
MAX,MAX,2276,FRJ1,KBNA,KRDU,09:23,,,
MAX,MAX,5918,FRJ1,KIAD,KRDU,09:23,,,
TAB,TAB,8188,EJT1,KLGA,KRDU,09:25,,,
MAX,MAX,1554,FRJ1,KPHX,KRDU,09:26,,,
FRT,FRT,5770,EJT1,KMCO,KRDU,09:26,,,
VAL,VAL,5545,FRJ1,CYKF,KRDU,09:27,,,
MAX,MAX,1950,FRJ1,KDCA,KRDU,09:27,,,
TAB,TAB,6540,EJT1,KLAS,KRDU,09:28,,,
MAX,MAX,7113,FRJ1,KDEN,KRDU,09:28,,,
MAX,MAX,194,FRJ1,KEWR,KRDU,09:32,,,
DEN,DEN,9241,EJT1,KLGA,KRDU,09:33,,,
MAX,MAX,8732,FRJ1,KIAH,KRDU,09:34,,,
VAL,VAL,8550,EJT1,KIND,KRDU,09:34,,,
VAL,VAL,5527,EJT1,KDEN,KRDU,09:34,,,
VAL,VAL,8635,EJT1,KEWR,KRDU,09:36,,,
MAX,MAX,1497,FRJ1,KEWR,KRDU,09:37,,,
TAB,TAB,7092,EJT1,KLAS,KRDU,09:37,,,
VAL,VAL,9940,EJT1,KSDF,KRDU,09:38,,,
MAX,MAX,1617,FRJ1,KHVN,KRDU,09:39,,,
DEN,DEN,5811,EJT1,KDCA,KRDU,09:41,,,
TAB,TAB,7830,EJT1,KCLT,KRDU,09:41,,,
VAL,VAL,7447,EJT1,KLAS,KRDU,09:41,,,
MAX,MAX,8660,FRJ1,KDEN,KRDU,09:42,,,
MAX,MAX,6857,FRJ1,KDCA,KRDU,09:42,,,
DEN,DEN,2608,EJT1,KATL,KRDU,09:44,,,
TAB,TAB,6160,EJT1,KDEN,KRDU,09:44,,,
MAX,MAX,2610,FRJ1,KLGA,KRDU,09:45,,,
FRT,FRT,9432,EJT1,KSLC,KRDU,09:47,,,
VAL,VAL,9089,FRJ1,KEWR,KRDU,09:48,,,
DEN,DEN,3394,EJT1,KBNA,KRDU,09:49,,,
MAX,MAX,5657,FRJ1,KILM,KRDU,09:51,,,
MAX,MAX,7250,FRJ1,KFLL,KRDU,09:51,,,
MAX,MAX,4716,FRJ1,KCLT,KRDU,09:51,,,
MAX,MAX,4961,FRJ1,KJFK,KRDU,09:53,,,
MAX,MAX,2114,FRJ1,KBNA,KRDU,09:54,,,
MAX,MAX,918,FRJ1,KMCO,KRDU,09:54,,,
FRT,FRT,3715,EJT1,KDCA,KRDU,09:54,,,
MAX,MAX,6592,FRJ1,KBNA,KRDU,09:57,,,
VAL,VAL,707,EJT1,KPIT,KRDU,09:59,,,
DEN,DEN,5419,EJT1,KTPA,KRDU,10:00,,,
TAB,TAB,5009,EJT1,KLGA,KRDU,10:00,,,
VAL,VAL,5639,EJT1,KBOS,KRDU,10:02,,,
DEN,DEN,8624,EJT1,KEWR,KRDU,10:03,,,
VAL,VAL,3083,EJT1,TJSJ,KRDU,10:07,,,
VAL,VAL,8398,EJT1,KIND,KRDU,10:08,,,
FRT,FRT,6968,EJT1,KSEA,KRDU,10:08,,,
MAX,MAX,6036,FRJ1,KMCO,KRDU,10:09,,,
MAX,MAX,8145,FRJ1,KMCN,KRDU,10:10,,,
MAX,MAX,7111,FRJ1,KJFK,KRDU,10:12,,,
MAX,MAX,7010,FRJ1,KJFK,KRDU,10:12,,,
TAB,TAB,941,FRJ1,KBOS,KRDU,10:17,,,
MAX,MAX,9021,FRJ1,KHVN,KRDU,10:17,,,
DEN,DEN,3637,EJT1,KCLT,KRDU,10:18,,,
MAX,MAX,4829,FRJ1,KSFO,KRDU,10:18,,,
VAL,VAL,7258,BTRP,KEWR,KRDU,10:19,,,
DEN,DEN,1331,EJT1,KTPA,KRDU,10:20,,,
VAL,VAL,8945,FRJ1,CYYZ,KRDU,10:20,,,
DEN,DEN,9610,FRJ1,KDTW,KRDU,10:22,,,
VAL,VAL,2935,BTRP,KDEN,KRDU,10:22,,,
VAL,VAL,2517,BTRP,KMDW,KRDU,10:23,,,
TAB,TAB,7450,FRJ1,KLGA,KRDU,10:26,,,
VAL,VAL,3720,BTRP,KDEN,KRDU,10:27,,,
VAL,VAL,4537,FRJ1,KFLL,KRDU,10:27,,,
MAX,MAX,1991,FRJ1,KBOS,KRDU,10:27,,,
MAX,MAX,4016,FRJ1,KBOS,KRDU,10:28,,,
FRT,FRT,3590,AJT0,KJFK,KRDU,10:28,,,
MAX,MAX,3413,FRJ1,KATL,KRDU,10:29,,,
MAX,MAX,7717,FRJ1,KDCA,KRDU,10:30,,,
VAL,VAL,7781,EJT1,KLAS,KRDU,10:31,,,
VAL,VAL,500,EJT1,KDAL,KRDU,10:32,,,
TAB,TAB,9233,EJT1,KATL,KRDU,10:33,,,
MAX,MAX,6198,FRJ1,KORD,KRDU,10:34,,,
VAL,VAL,802,EJT1,CYUL,KRDU,10:34,,,
TAB,TAB,2192,EJT1,KIAD,KRDU,10:36,,,
VAL,VAL,8823,FRJ1,CYYZ,KRDU,10:37,,,
MAX,MAX,5577,FRJ1,KJAX,KRDU,10:37,,,
MAX,MAX,8459,FRJ1,KDEN,KRDU,10:37,,,
TAB,TAB,5640,EJT1,KLAS,KRDU,10:37,,,
TAB,TAB,124,EJT1,KIAD,KRDU,10:38,,,
MAX,MAX,1865,FRJ1,KDCA,KRDU,10:38,,,
VAL,VAL,1288,EJT1,KPIT,KRDU,10:39,,,
MAX,MAX,1978,FRJ1,KCLT,KRDU,10:41,,,
VAL,VAL,6384,EJT1,KDCA,KRDU,10:42,,,
MAX,MAX,8228,FRJ1,KJFK,KRDU,10:44,,,
VAL,VAL,1080,FRJ1,KCLT,KRDU,10:45,,,
MAX,MAX,1428,FRJ1,KDTW,KRDU,10:51,,,
VAL,VAL,7285,BTRP,KCLT,KRDU,10:51,,,
DEN,DEN,3660,EJT1,KORD,KRDU,10:52,,,
TAB,TAB,2384,FRJ1,KLGA,KRDU,10:53,,,
TAB,TAB,7646,EJT1,KHVN,KRDU,10:54,,,
VAL,VAL,1096,EJT1,CYYZ,KRDU,10:54,,,
DEN,DEN,2484,EJT1,KDCA,KRDU,10:54,,,
MAX,MAX,2493,FRJ1,KBNA,KRDU,10:54,,,
TAB,TAB,4904,EJT1,KMSP,KRDU,10:55,,,
TAB,TAB,8546,EJT1,KLGA,KRDU,10:55,,,
VAL,VAL,6407,EJT1,KPIT,KRDU,10:55,,,
TAB,TAB,2952,EJT1,KEWR,KRDU,10:55,,,
MAX,MAX,2447,FRJ1,KJFK,KRDU,10:57,,,
MAX,MAX,7332,FRJ1,KDAL,KRDU,10:58,,,
MAX,MAX,428,FRJ1,KDEN,KRDU,10:58,,,
MAX,MAX,9329,FRJ1,KEWN,KRDU,10:59,,,
MAX,MAX,6511,FRJ1,KMLI,KRDU,11:00,,,
FRT,FRT,1708,EJT1,KLGA,KRDU,11:02,,,
MAX,MAX,2824,FRJ1,KPHL,KRDU,11:04,,,
MAX,MAX,2835,FRJ1,KORD,KRDU,11:04,,,
MAX,MAX,1342,FRJ1,KMLI,KRDU,11:07,,,
MAX,MAX,6005,FRJ1,KHVN,KRDU,11:07,,,
MAX,MAX,1682,FRJ1,KDCA,KRDU,11:07,,,
DEN,DEN,2872,EJT1,KTPA,KRDU,11:08,,,
VAL,VAL,3306,EJT1,KMCO,KRDU,11:08,,,
DEN,DEN,9486,EJT1,KMIA,KRDU,11:12,,,
VAL,VAL,1071,FRJ1,KFLL,KRDU,11:15,,,
VAL,VAL,1229,EJT1,KFLL,KRDU,11:15,,,
MAX,MAX,5472,FRJ1,KMLI,KRDU,11:16,,,
TAB,TAB,7336,EJT1,KDEN,KRDU,11:16,,,
MAX,MAX,9820,FRJ1,KDAL,KRDU,11:16,,,
VAL,VAL,3762,EJT1,CYYZ,KRDU,11:18,,,
TAB,TAB,2937,EJT1,KIAD,KRDU,11:19,,,
MAX,MAX,2162,FRJ1,KEWN,KRDU,11:19,,,
TAB,TAB,6128,EJT1,KDCA,KRDU,11:19,,,
MAX,MAX,4058,FRJ1,KMSP,KRDU,11:23,,,
VAL,VAL,5397,EJT1,KDCA,KRDU,11:23,,,
FRT,FRT,2853,EJT1,KDFW,KRDU,11:24,,,
MAX,MAX,8137,FRJ1,KMLI,KRDU,11:25,,,
VAL,VAL,3714,BTRP,KBOS,KRDU,11:26,,,
MAX,MAX,4003,FRJ1,KMSP,KRDU,11:28,,,
VAL,VAL,3919,EJT1,KPHX,KRDU,11:31,,,
MAX,MAX,7030,FRJ1,KPHL,KRDU,11:33,,,
VAL,VAL,2052,EJT1,KDAL,KRDU,11:34,,,
DEN,DEN,2688,EJT1,KORD,KRDU,11:34,,,
MAX,MAX,7677,FRJ1,KORD,KRDU,11:36,,,
DEN,DEN,4532,FRJ1,KCLT,KRDU,11:37,,,
MAX,MAX,860,FRJ1,KMCO,KRDU,11:39,,,
FRT,FRT,2649,AJT0,KJFK,KRDU,11:40,,,
MAX,MAX,9872,FRJ1,KBOS,KRDU,11:42,,,
VAL,VAL,3009,EJT1,KHPN,KRDU,11:44,,,
MAX,MAX,5405,FRJ1,KAVL,KRDU,11:45,,,
TAB,TAB,8244,EJT1,KLGA,KRDU,11:45,,,
FRT,FRT,86,EJT1,KJFK,KRDU,11:46,,,
MAX,MAX,1281,FRJ1,KBWI,KRDU,11:48,,,
VAL,VAL,1978,BTRP,KEWR,KRDU,11:50,,,
MAX,MAX,9512,FRJ1,KILM,KRDU,11:50,,,
FRT,FRT,4341,EJT1,KPHL,KRDU,11:51,,,
DEN,DEN,1610,EJT1,MDPC,KRDU,11:53,,,
MAX,MAX,1414,FRJ1,KDCA,KRDU,11:54,,,
DEN,DEN,1265,EJT1,KMIA,KRDU,11:54,,,
FRT,FRT,2716,EJT1,KOAJ,KRDU,11:55,,,
TAB,TAB,7568,EJT1,KPIT,KRDU,11:56,,,
DEN,DEN,8726,FRJ1,KDTW,KRDU,11:58,,,
MAX,MAX,2645,FRJ1,KJFK,KRDU,11:59,,,
TAB,TAB,15,EJT1,KATL,KRDU,11:59,,,
VAL,VAL,285,BTRP,KJAX,KRDU,12:00,,,
FRT,FRT,1205,EJT1,KSEA,KRDU,12:01,,,
MAX,MAX,6370,FRJ1,KMCO,KRDU,12:04,,,
VAL,VAL,3932,EJT1,KCLT,KRDU,12:04,,,
FRT,FRT,3658,EJT1,KJFK,KRDU,12:05,,,
MAX,MAX,3570,FRJ1,KBNA,KRDU,12:06,,,
MAX,MAX,9109,FRJ1,KJFK,KRDU,12:06,,,
VAL,VAL,4527,EJT1,KIND,KRDU,12:08,,,
VAL,VAL,7338,EJT1,KPIT,KRDU,12:09,,,
MAX,MAX,2086,FRJ1,KLGA,KRDU,12:09,,,
VAL,VAL,4651,EJT1,KORD,KRDU,12:11,,,
VAL,VAL,821,FRJ1,KFLL,KRDU,12:12,,,
DEN,DEN,619,EJT1,KEWR,KRDU,12:13,,,
MAX,MAX,1810,FRJ1,KJFK,KRDU,12:13,,,
DEN,DEN,6538,FRJ1,KECP,KRDU,12:14,,,
MAX,MAX,370,FRJ1,KBOS,KRDU,12:16,,,
TAB,TAB,2824,EJT1,KLAX,KRDU,12:16,,,
MAX,MAX,7463,FRJ1,KHVN,KRDU,12:17,,,
MAX,MAX,6811,FRJ1,KBOS,KRDU,12:17,,,
DEN,DEN,8357,FRJ1,KATL,KRDU,12:18,,,
VAL,VAL,4693,EJT1,KDCA,KRDU,12:19,,,
FRT,FRT,2076,EJT1,KPHF,KRDU,12:20,,,
FRT,FRT,4848,EJT1,KDCA,KRDU,12:20,,,
VAL,VAL,2080,BTRP,KDEN,KRDU,12:21,,,
TAB,TAB,5885,FRJ1,KLGA,KRDU,12:21,,,
VAL,VAL,8512,EJT1,KAUS,KRDU,12:21,,,
DEN,DEN,6528,FRJ1,KECP,KRDU,12:22,,,
DEN,DEN,2301,EJT1,KMIA,KRDU,12:23,,,
FRT,FRT,7044,EJT1,KOAJ,KRDU,12:24,,,
DEN,DEN,1288,EJT1,KTTN,KRDU,12:25,,,
MAX,MAX,6351,FRJ1,KRDU,KRDU,12:25,,,
TAB,TAB,8303,EJT1,KCLT,KRDU,12:27,,,
TAB,TAB,9406,EJT1,KATL,KRDU,12:28,,,
DEN,DEN,2673,EJT1,KTPA,KRDU,12:28,,,
TAB,TAB,7392,EJT1,KEWR,KRDU,12:29,,,
FRT,FRT,3327,EJT1,KBTV,KRDU,12:30,,,
TAB,TAB,4490,EJT1,KIAD,KRDU,12:31,,,
DEN,DEN,8716,EJT1,KMIA,KRDU,12:33,,,
VAL,VAL,6215,EJT1,KCLT,KRDU,12:34,,,
MAX,MAX,9439,FRJ1,KIAH,KRDU,12:34,,,
MAX,MAX,6295,FRJ1,KBOS,KRDU,12:34,,,
FRT,FRT,3718,EJT1,KDFW,KRDU,12:38,,,
MAX,MAX,2748,FRJ1,KLAS,KRDU,12:38,,,
VAL,VAL,9194,FRJ1,KJFK,KRDU,12:39,,,
MAX,MAX,7327,FRJ1,KATL,KRDU,12:39,,,
VAL,VAL,8692,EJT1,KCMH,KRDU,12:40,,,
VAL,VAL,3722,EJT1,KCMH,KRDU,12:40,,,
VAL,VAL,9799,EJT1,KDEN,KRDU,12:40,,,
VAL,VAL,4875,EJT1,KDFW,KRDU,12:41,,,
MAX,MAX,896,FRJ1,KBOS,KRDU,12:41,,,
DEN,DEN,9891,EJT1,KDCA,KRDU,12:41,,,
VAL,VAL,106,EJT1,KJFK,KRDU,12:43,,,
DEN,DEN,1916,EJT1,KJFK,KRDU,12:46,,,
DEN,DEN,4288,EJT1,KMIA,KRDU,12:47,,,
DEN,DEN,5322,EJT1,KORD,KRDU,12:47,,,
VAL,VAL,8208,FRJ1,KBNA,KRDU,12:50,,,
VAL,VAL,6357,EJT1,KCMH,KRDU,12:53,,,
MAX,MAX,4290,FRJ1,KMLI,KRDU,12:56,,,
FRT,FRT,8047,EJT1,KCLT,KRDU,12:57,,,
VAL,VAL,5146,FRJ1,CYKF,KRDU,12:58,,,
FRT,FRT,7041,EJT1,KDCA,KRDU,12:58,,,
MAX,MAX,6809,FRJ1,KFLL,KRDU,12:59,,,
TAB,TAB,7482,EJT1,KIAD,KRDU,13:02,,,
MAX,MAX,6051,FRJ1,KHVN,KRDU,13:04,,,
FRT,FRT,5735,EJT1,KLGA,KRDU,13:05,,,
VAL,VAL,6347,BTRP,KCLT,KRDU,13:06,,,
TAB,TAB,1414,EJT1,KMCO,KRDU,13:06,,,
DEN,DEN,7945,FRJ1,KATL,KRDU,13:07,,,
DEN,DEN,4418,EJT1,KTPA,KRDU,13:09,,,
DEN,DEN,3211,EJT1,KJFK,KRDU,13:10,,,
FRT,FRT,5879,EJT1,KPHL,KRDU,13:10,,,
MAX,MAX,4107,FRJ1,KIAD,KRDU,13:12,,,
TAB,TAB,1248,EJT1,KMSP,KRDU,13:13,,,
MAX,MAX,7371,FRJ1,KMCO,KRDU,13:13,,,
VAL,VAL,2062,EJT1,CYYZ,KRDU,13:14,,,
VAL,VAL,976,FRJ1,KFLL,KRDU,13:16,,,
VAL,VAL,9328,EJT1,KSTL,KRDU,13:16,,,
TAB,TAB,5653,EJT1,KLGA,KRDU,13:17,,,
MAX,MAX,4753,FRJ1,KCLT,KRDU,13:19,,,
MAX,MAX,7193,FRJ1,KLGA,KRDU,13:19,,,
FRT,FRT,4790,EJT1,KDFW,KRDU,13:19,,,
MAX,MAX,6728,FRJ1,KMDT,KRDU,13:21,,,
MAX,MAX,7425,FRJ1,KORD,KRDU,13:24,,,
VAL,VAL,6149,EJT1,KIND,KRDU,13:24,,,
MAX,MAX,1396,FRJ1,KMDT,KRDU,13:25,,,
VAL,VAL,6245,EJT1,TJSJ,KRDU,13:27,,,
MAX,MAX,6388,FRJ1,KMIA,KRDU,13:28,,,
MAX,MAX,5119,FRJ1,KMIA,KRDU,13:30,,,
MAX,MAX,7351,FRJ1,KBOS,KRDU,13:34,,,
MAX,MAX,9183,FRJ1,KMSP,KRDU,13:39,,,
VAL,VAL,6970,EJT1,KPHX,KRDU,13:40,,,
MAX,MAX,200,FRJ1,KDCA,KRDU,13:40,,,
VAL,VAL,670,EJT1,CYUL,KRDU,13:43,,,
VAL,VAL,1069,EJT1,KMCO,KRDU,13:43,,,
MAX,MAX,2399,FRJ1,KBNA,KRDU,13:44,,,
TAB,TAB,9486,EJT1,KJFK,KRDU,13:45,,,
DEN,DEN,6235,EJT1,KEWR,KRDU,13:46,,,
MAX,MAX,6697,FRJ1,KEYW,KRDU,13:46,,,
FRT,FRT,3459,EJT1,KDFW,KRDU,13:46,,,
DEN,DEN,980,EJT1,KORD,KRDU,13:46,,,
VAL,VAL,7279,EJT1,KPIT,KRDU,13:47,,,
MAX,MAX,5776,FRJ1,KTPA,KRDU,13:48,,,
VAL,VAL,5382,FRJ1,KBOS,KRDU,13:50,,,
MAX,MAX,1664,FRJ1,KLGA,KRDU,13:51,,,
TAB,TAB,5016,EJT1,KLGA,KRDU,13:52,,,
VAL,VAL,5785,FRJ1,KFLL,KRDU,13:56,,,
TAB,TAB,8857,FRJ1,KBNA,KRDU,13:56,,,
TAB,TAB,4544,EJT1,KEWR,KRDU,13:57,,,
MAX,MAX,2227,FRJ1,KMDT,KRDU,13:58,,,
VAL,VAL,4346,EJT1,CYYZ,KRDU,13:59,,,
VAL,VAL,8880,EJT1,CYUL,KRDU,14:00,,,
MAX,MAX,704,FRJ1,KJFK,KRDU,14:04,,,
VAL,VAL,9537,FRJ1,CYYZ,KRDU,14:04,,,
MAX,MAX,854,FRJ1,KMSP,KRDU,14:05,,,
TAB,TAB,356,EJT1,KATL,KRDU,14:05,,,
MAX,MAX,313,FRJ1,KDTW,KRDU,14:05,,,
VAL,VAL,9384,EJT1,KJFK,KRDU,14:05,,,
VAL,VAL,1334,EJT1,KPHL,KRDU,14:05,,,
DEN,DEN,4655,FRJ1,KJFK,KRDU,14:05,,,
VAL,VAL,9489,FRJ1,KBOS,KRDU,14:05,,,
VAL,VAL,9959,EJT1,KDEN,KRDU,14:06,,,
MAX,MAX,6294,FRJ1,KCLT,KRDU,14:06,,,
MAX,MAX,595,FRJ1,KCLT,KRDU,14:09,,,
VAL,VAL,5234,EJT1,KDCA,KRDU,14:09,,,
MAX,MAX,6241,FRJ1,KJFK,KRDU,14:11,,,
MAX,MAX,5680,FRJ1,KPHL,KRDU,14:12,,,
MAX,MAX,3438,FRJ1,KMDT,KRDU,14:13,,,
MAX,MAX,180,FRJ1,KMIA,KRDU,14:14,,,
MAX,MAX,4973,FRJ1,KMCO,KRDU,14:15,,,
MAX,MAX,2575,FRJ1,KLAS,KRDU,14:15,,,
VAL,VAL,4740,EJT1,KDCA,KRDU,14:15,,,
TAB,TAB,2632,EJT1,KCLT,KRDU,14:16,,,
VAL,VAL,2194,EJT1,KMSP,KRDU,14:16,,,
TAB,TAB,3773,FRJ1,KBNA,KRDU,14:18,,,
MAX,MAX,9914,FRJ1,KORD,KRDU,14:18,,,
VAL,VAL,9013,EJT1,KIAD,KRDU,14:18,,,
MAX,MAX,1347,FRJ1,KBOS,KRDU,14:19,,,
TAB,TAB,5761,EJT1,KDEN,KRDU,14:20,,,
MAX,MAX,1134,FRJ1,KLGA,KRDU,14:21,,,
VAL,VAL,5611,EJT1,KDCA,KRDU,14:22,,,
MAX,MAX,7388,FRJ1,KAUS,KRDU,14:24,,,
MAX,MAX,1844,FRJ1,KBOS,KRDU,14:24,,,
MAX,MAX,2893,FRJ1,KMIA,KRDU,14:24,,,
MAX,MAX,3005,FRJ1,KJFK,KRDU,14:25,,,
VAL,VAL,304,EJT1,KFLL,KRDU,14:27,,,
FRT,FRT,6266,EJT1,KLGA,KRDU,14:28,,,
VAL,VAL,662,BTRP,KEWR,KRDU,14:28,,,
VAL,VAL,9815,EJT1,KBOS,KRDU,14:29,,,
MAX,MAX,713,FRJ1,KBOS,KRDU,14:31,,,
VAL,VAL,2086,EJT1,KAUS,KRDU,14:31,,,
DEN,DEN,103,EJT1,KBNA,KRDU,14:32,,,
DEN,DEN,4902,EJT1,KBNA,KRDU,14:34,,,
MAX,MAX,2042,FRJ1,KMLI,KRDU,14:34,,,
MAX,MAX,3970,FRJ1,KFLL,KRDU,14:35,,,
MAX,MAX,1021,FRJ1,KDCA,KRDU,14:37,,,
MAX,MAX,985,FRJ1,KEWR,KRDU,14:39,,,
MAX,MAX,5182,FRJ1,KJFK,KRDU,14:40,,,
FRT,FRT,148,EJT1,KPHL,KRDU,14:40,,,
MAX,MAX,5423,FRJ1,KILM,KRDU,14:41,,,
MAX,MAX,9335,FRJ1,KMIA,KRDU,14:45,,,
MAX,MAX,2347,FRJ1,KMSP,KRDU,14:46,,,
