"operator(color)","airline (callsign)","flight number","airplane type","from  (ICAO)","to (ICAO)","approach time","departure time","approach altitude override (feet)","special"
"FRT","FRT",383,"EJT1","KRDU","KBTV",,"09:45",,
"FRT","FRT",714,"EJT1","KRDU","KMCO",,"09:48",,
"FRT","FRT",157,"EJT1","KRDU","KJFK",,"09:50",,
"FRT","FRT",4581,"EJT1","KRDU","KLGA",,"10:01",,
"FRT","FRT",908,"EJT1","KRDU","KDCA",,"10:01",,
"TAB","TAB",2261,"EJT1","KRDU","KBOS",,"10:02",,
"TAB","TAB",2356,"EJT1","KRDU","KJFK",,"10:17",,
"TAB","TAB",2765,"EJT1","KRDU","KIAD",,"10:25",,
"MAX","MAX",6315,"FRJ1","KRDU","KBOS",,"10:30",,
"MAX","MAX",6317,"FRJ1","KRDU","KTPA",,"10:40",,
"TAB","TAB",524,"FRJ1","KRDU","KORD",,"10:40",,
"TAB","TAB",2890,"FRJ1","KRDU","KORD",,"10:47",,
"VAL","VAL",3330,"BTRP","KRDU","KISO",,"11:01",,
"VAL","VAL",3332,"BTRP","KRDU","KRDU",,"11:05",,
"VAL","VAL",3334,"BTRP","KRDU","KCLT",,"11:05",,
"VAL","VAL",3336,"BTRP","KRDU","KPHL",,"11:10",,
"VAL","VAL",3338,"BTRP","KRDU","KLGA",,"11:14",,
"VAL","VAL",567,"EJT1","KRDU","KJFK",,"11:15",,
"VAL","VAL",1125,"FRJ1","KRDU","KTLH",,"11:18",,
"TAB","TAB",132,"EJT1","KRDU","KSTL",,"11:20",,
"TAB","TAB",2425,"EJT1","KRDU","KEWR",,"11:23",,
"TAB","TAB",4093,"EJT1","KRDU","KATL",,"11:25",,
"DEN","DEN",151,"EJT1","KRDU","KCLT",,"11:30",,
"DEN","DEN",551,"EJT1","KRDU","KMSP",,"11:37",,
"DEN","DEN",1851,"EJT1","KRDU","KIAH",,"11:43",,
"TAB","TAB",2178,"FRJ1","KRDU","KDCA",,"12:01",,
"MAX","MAX",6089,"FRJ1","KRDU","KMLI",,"12:10",,
"MAX","MAX",6625,"FRJ1","KRDU","KEWR",,"12:25",,
"MAX","MAX",4376,"FRJ1","KRDU","KBNA",,"12:35",,
"MAX","MAX",4404,"FRJ1","KRDU","KMDW",,"12:40",,
"MAX","MAX",4414,"FRJ1","KRDU","KCLT",,"12:42",,
"MAX","MAX",4537,"FRJ1","KRDU","KJFK",,"12:47",,
"MAX","MAX",4549,"FRJ1","KRDU","KMIA",,"12:50",,
"MAX","MAX",4687,"FRJ1","KRDU","KILM",,"12:55",,
"MAX","MAX",462,"FRJ1","KRDU","KDTW",,"13:05",,
"MAX","MAX",837,"FRJ1","KRDU","KBOS",,"13:05",,
"VAL","VAL",1100,"FRJ1","KRDU","KBOS",,"13:05",,
"VAL","VAL",1102,"EJT1","KRDU","KEWR",,"13:13",,
"VAL","VAL",1106,"FRJ1","KRDU","CYKF",,"13:15",,
"VAL","VAL",1108,"FRJ1","KRDU","KDFW",,"13:24",,
"VAL","VAL",4117,"EJT1","KRDU","KAUS",,"13:30",,
"MAX","MAX",4410,"FRJ1","KRDU","KJFK",,"13:30",,
"MAX","MAX",4422,"FRJ1","KRDU","KJFK",,"13:34",,
"MAX","MAX",4427,"FRJ1","KRDU","KATL",,"13:56",,
"MAX","MAX",4445,"FRJ1","KRDU","KDEN",,"14:01",,
"MAX","MAX",4475,"FRJ1","KRDU","KBWI",,"14:30",,
"MAX","MAX",4594,"FRJ1","KRDU","KORD",,"14:30",,
"MAX","MAX",4598,"FRJ1","KRDU","KLGA",,"14:37",,
"MAX","MAX",4629,"FRJ1","KRDU","KDCA",,"14:39",,
"MAX","MAX",4647,"FRJ1","KRDU","KLGA",,"14:45",,
"MAX","MAX",3048,"FRJ1","KRDU","KCLT",,"14:46",,
"MAX","MAX",930,"FRJ1","KRDU","KAUS",,"14:47",,
"MAX","MAX",506,"FRJ1","KRDU","KIAD",,"15:01",,
"MAX","MAX",3980,"FRJ1","KRDU","TJSJ",,"15:01",,
"MAX","MAX",4002,"FRJ1","KRDU","KMSP",,"15:07",,
"MAX","MAX",4012,"FRJ1","KRDU","KBNA",,"15:11",,
"MAX","MAX",6277,"FRJ1","KRDU","KMCO",,"15:25",,
"MAX","MAX",6513,"FRJ1","KRDU","KATL",,"15:39",,
"MAX","MAX",6521,"FRJ1","KRDU","KEWR",,"15:41",,
"MAX","MAX",6773,"FRJ1","KRDU","KFLL",,"15:55",,
"FRT","FRT",9578,"AJT0","KRDU","KJFK",,"15:58",,
"VAL","VAL",844,"EJT1","KRDU","CYUL",,"16:01",,
"VAL","VAL",369,"EJT1","KRDU","KDEN",,"16:10",,
"VAL","VAL",235,"EJT1","KRDU","KBOS",,"16:15",,
"VAL","VAL",5393,"EJT1","KRDU","KCLT",,"16:22",,
"VAL","VAL",5773,"EJT1","KRDU","KCLT",,"16:30",,
"VAL","VAL",964,"EJT1","KRDU","KMCO",,"16:35",,
"DEN","DEN",3877,"FRJ1","KRDU","CYYZ",,"16:35",,
"VAL","VAL",36,"FRJ1","KRDU","KIAH",,"16:40",,
"MAX","MAX",6611,"FRJ1","KRDU","KIAD",,"16:45",,
"FRT","FRT",805,"EJT1","KRDU","KATL",,"16:45",,
"FRT","FRT",1541,"EJT1","KRDU","KLGA",,"16:58",,
"FRT","FRT",371,"EJT1","KRDU","KJFK",,"16:59",,
"MAX","MAX",1641,"FRJ1","KRDU","KPHL",,"17:06",,
"MAX","MAX",1643,"FRJ1","KRDU","KATL",,"17:10",,
"TAB","TAB",1432,"EJT1","KRDU","KLGA",,"17:11",,
"MAX","MAX",824,"FRJ1","KRDU","KORD",,"17:22",,
"VAL","VAL",999,"FRJ1","KRDU","KEWR",,"17:25",,
"VAL","VAL",10,"FRJ1","KRDU","KDTW",,"17:25",,
"FRT","FRT",855,"EJT1","KRDU","KSLC",,"17:25",,
"FRT","FRT",1645,"EJT1","KRDU","KDFW",,"17:26",,
"FRT","FRT",1975,"EJT1","KRDU","KSEA",,"17:30",,
"MAX","MAX",4243,"FRJ1","KRDU","KDCA",,"17:35",,
"MAX","MAX",4262,"FRJ1","KRDU","KDCA",,"17:49",,
"TAB","TAB",133,"EJT1","KRDU","KILM",,"17:50",,
"TAB","TAB",2936,"EJT1","KRDU","KEWR",,"17:51",,
"MAX","MAX",7294,"FRJ1","KRDU","KPHX",,"17:54",,
"LAW","LAW",40,"FRJ1","KRDU","KORF",,"17:59",,
"DEN","DEN",5074,"EJT1","KRDU","KSFO",,"18:04",,
"DEN","DEN",1093,"EJT1","KRDU","KCLT",,"18:16",,
"DEN","DEN",1095,"EJT1","KRDU","EGLL",,"18:30",,
"DEN","DEN",1760,"EJT1","KRDU","KJFK",,"18:35",,
"DEN","DEN",1838,"FRJ1","KRDU","KATL",,"18:50",,
"MAX","MAX",544,"FRJ1","KRDU","KTPA",,"18:50",,
"MAX","MAX",8952,"FRJ1","KRDU","KMCO",,"18:54",,
"MAX","MAX",3375,"FRJ1","KRDU","KBOS",,"18:59",,
"VAL","VAL",3874,"EJT1","KRDU","KMIA",,"19:02",,
"VAL","VAL",9053,"EJT1","KRDU","LFPG",,"19:15",,
"VAL","VAL",5188,"EJT1","KRDU","BIKF",,"19:30",,
"VAL","VAL",8088,"EJT1","KRDU","KLAX",,"19:32",,
"VAL","VAL",6829,"EJT1","KRDU","KLGA",,"19:32",,
"MAX","MAX",9538,"FRJ1","KRDU","KIAD",,"19:35",,
"MAX","MAX",3990,"FRJ1","KRDU","KLGA",,"19:35",,
"MAX","MAX",8542,"FRJ1","KRDU","KJFK",,"19:35",,
"VAL","VAL",5898,"EJT1","KRDU","KPIT",,"19:39",,
"VAL","VAL",2005,"EJT1","KRDU","KMDW",,"19:40",,
"VAL","VAL",8551,"EJT1","KRDU","KCLT",,"19:45",,
"VAL","VAL",6769,"EJT1","KRDU","KBWI",,"19:45",,
"TAB","TAB",7973,"FRJ1","KRDU","KEWR",,"19:54",,
"TAB","TAB",7975,"FRJ1","KRDU","KBNA",,"19:55",,
"TAB","TAB",7979,"FRJ1","KRDU","KBOS",,"19:55",,
"MAX","MAX",892,"FRJ1","KRDU","KDCA",,"20:01",,
"MAX","MAX",335,"FRJ1","KRDU","KJFK",,"20:15",,
"VAL","VAL",3884,"EJT1","KRDU","KCLT",,"20:19",,
"VAL","VAL",518,"EJT1","KRDU","KCMH",,"21:00",,
"VAL","VAL",808,"EJT1","KRDU","KCMH",,"21:00",,
"VAL","VAL",689,"EJT1","KRDU","KSDF",,"21:05",,
"MAX","MAX",3538,"FRJ1","KRDU","KJAX",,"21:30",,
"MAX","MAX",3540,"FRJ1","KRDU","KGSO",,"21:30",,
"MAX","MAX",3542,"FRJ1","KRDU","KPHF",,"21:50",,
"VAL","VAL",598,"EJT1","KRDU","KLAS",,"21:55",,
"VAL","VAL",205,"EJT1","KRDU","KMEM",,"22:03",,
"VAL","VAL",851,"EJT1","KRDU","KPHL",,"22:24",,
"VAL","VAL",676,"EJT1","KRDU","KIND",,"22:40",,
"TAB","TAB",25,"EJT1","KLAX","KRDU","00:01",,,
"TAB","TAB",324,"EJT1","KDFW","KRDU","00:12",,,
"TAB","TAB",1040,"EJT1","KDEN","KRDU","00:15",,,
"TAB","TAB",1044,"EJT1","KATL","KRDU","00:30",,,
"TAB","TAB",1054,"EJT1","KLAS","KRDU","05:49",,,
"TAB","TAB",1111,"EJT1","KLAS","KRDU","06:16",,,
"TAB","TAB",1294,"EJT1","KDCA","KRDU","07:30",,,
"TAB","TAB",1312,"EJT1","KLGA","KRDU","08:09",,,
"TAB","TAB",1577,"EJT1","KHVN","KRDU","08:15",,,
"TAB","TAB",1858,"EJT1","KMCO","KRDU","08:38",,,
"TAB","TAB",1896,"EJT1","KBTV","KRDU","08:39",,,
"TAB","TAB",2710,"EJT1","KMCO","KRDU","08:48",,,
"TAB","TAB",95,"EJT1","KLGA","KRDU","08:49",,,
"TAB","TAB",96,"EJT1","KBOS","KRDU","09:09",,,
"TAB","TAB",98,"EJT1","KPIT","KRDU","09:25",,,
"TAB","TAB",99,"EJT1","KIAD","KRDU","09:30",,,
"VAL","VAL",719,"EJT1","KDCA","KRDU","09:31",,,
"VAL","VAL",861,"EJT1","KDCA","KRDU","09:31",,,
"VAL","VAL",1142,"EJT1","KBOS","KRDU","09:32",,,
"VAL","VAL",1841,"EJT1","KIAD","KRDU","09:35",,,
"MAX","MAX",6090,"FRJ1","KEWR","KRDU","09:39",,,
"MAX","MAX",6291,"FRJ1","KBWI","KRDU","09:40",,,
"MAX","MAX",6458,"FRJ1","KORF","KRDU","09:58",,,
"VAL","VAL",1223,"FRJ1","KTPA","KRDU","10:05",,,
"VAL","VAL",1225,"FRJ1","KORD","KRDU","10:12",,,
"VAL","VAL",1227,"FRJ1","KCLT","KRDU","10:13",,,
"VAL","VAL",30,"EJT1","KATL","KRDU","10:15",,,
"VAL","VAL",170,"EJT1","KPHL","KRDU","10:18",,,
"VAL","VAL",745,"EJT1","KJFK","KRDU","10:19",,,
"VAL","VAL",2074,"EJT1","KLEX","KRDU","10:20",,,
"VAL","VAL",2080,"EJT1","KJFK","KRDU","10:21",,,
"VAL","VAL",2790,"EJT1","KMSP","KRDU","10:37",,,
"TAB","TAB",2802,"FRJ1","KLGA","KRDU","10:43",,,
"MAX","MAX",5954,"FRJ1","KMDW","KRDU","10:45",,,
"MAX","MAX",5970,"FRJ1","KIAD","KRDU","10:54",,,
"DEN","DEN",975,"EJT1","KORD","KRDU","11:12",,,
"DEN","DEN",771,"EJT1","KMIA","KRDU","11:14",,,
"DEN","DEN",1444,"EJT1","KBNA","KRDU","11:35",,,
"DEN","DEN",1550,"EJT1","KATL","KRDU","11:40",,,
"DEN","DEN",1602,"EJT1","KEWR","KRDU","11:48",,,
"DEN","DEN",1610,"EJT1","KTPA","KRDU","11:50",,,
"DEN","DEN",312,"EJT1","KTPA","KRDU","11:50",,,
"MAX","MAX",131,"FRJ1","KCLT","KRDU","11:51",,,
"DEN","DEN",4216,"FRJ1","KJFK","KRDU","11:58",,,
"MAX","MAX",6042,"FRJ1","KBOS","KRDU","12:08",,,
"MAX","MAX",4375,"FRJ1","KDTW","KRDU","12:09",,,
"MAX","MAX",4387,"FRJ1","KBOS","KRDU","12:10",,,
"MAX","MAX",4417,"FRJ1","KFLL","KRDU","12:12",,,
"MAX","MAX",4481,"FRJ1","KRDU","KRDU","12:15",,,
"MAX","MAX",4527,"FRJ1","KEWR","KRDU","12:18",,,
"MAX","MAX",4675,"FRJ1","KECP","KRDU","12:21",,,
"MAX","MAX",4684,"FRJ1","KDFW","KRDU","12:34",,,
"MAX","MAX",4698,"FRJ1","KBNA","KRDU","12:35",,,
"MAX","MAX",3023,"FRJ1","KMDT","KRDU","12:40",,,
"MAX","MAX",3085,"FRJ1","KATL","KRDU","12:45",,,
"MAX","MAX",963,"FRJ1","KJFK","KRDU","12:48",,,
"MAX","MAX",3767,"FRJ1","KDAL","KRDU","13:15",,,
"MAX","MAX",3825,"FRJ1","KLGA","KRDU","13:40",,,
"MAX","MAX",3889,"FRJ1","KJFK","KRDU","13:45",,,
"VAL","VAL",3687,"EJT1","TJSJ","KRDU","13:46",,,
"FRT","FRT",406,"EJT1","KLGA","KRDU","13:48",,,
"FRT","FRT",428,"EJT1","KMCO","KRDU","13:50",,,
"FRT","FRT",1204,"EJT1","KDCA","KRDU","13:56",,,
"FRT","FRT",1702,"EJT1","KCLT","KRDU","13:56",,,
"FRT","FRT",1788,"EJT1","KISO","KRDU","14:00",,,
"TAB","TAB",1110,"EJT1","KIAD","KRDU","14:05",,,
"TAB","TAB",1510,"EJT1","KMCO","KRDU","14:07",,,
"TAB","TAB",2759,"EJT1","KAUS","KRDU","14:14",,,
"MAX","MAX",6258,"FRJ1","KATL","KRDU","14:29",,,
"MAX","MAX",6548,"FRJ1","KAVL","KRDU","14:34",,,
"TAB","TAB",2729,"FRJ1","KBWI","KRDU","14:35",,,
"TAB","TAB",2859,"FRJ1","KBNA","KRDU","14:41",,,
"VAL","VAL",3339,"BTRP","KJAX","KRDU","14:46",,,
"VAL","VAL",3341,"BTRP","KEWR","KRDU","14:50",,,
"VAL","VAL",3343,"BTRP","KMDW","KRDU","15:00",,,
"VAL","VAL",3345,"BTRP","KDEN","KRDU","15:13",,,
"VAL","VAL",3347,"BTRP","KBOS","KRDU","15:13",,,
"VAL","VAL",8067,"EJT1","CYUL","KRDU","15:19",,,
"VAL","VAL",1126,"FRJ1","KATL","KRDU","15:32",,,
"TAB","TAB",236,"EJT1","KCLT","KRDU","15:32",,,
"TAB","TAB",262,"EJT1","KJFK","KRDU","15:35",,,
"TAB","TAB",919,"EJT1","KSEA","KRDU","15:37",,,
"MAX","MAX",865,"FRJ1","KIAH","KRDU","15:39",,,
"MAX","MAX",7257,"FRJ1","KMCO","KRDU","15:44",,,
"DEN","DEN",250,"EJT1","EGLL","KRDU","15:44",,,
"DEN","DEN",1750,"EJT1","MDPC","KRDU","15:46",,,
"DEN","DEN",1850,"EJT1","KILM","KRDU","15:46",,,
"TAB","TAB",2492,"FRJ1","CYYZ","KRDU","15:52",,,
"DEN","DEN",4355,"FRJ1","KAPF","KRDU","15:57",,,
"MAX","MAX",6316,"FRJ1","KSLC","KRDU","16:04",,,
"MAX","MAX",4379,"FRJ1","KLGA","KRDU","16:18",,,
"MAX","MAX",4403,"FRJ1","KPHL","KRDU","16:21",,,
"MAX","MAX",4406,"FRJ1","KEWR","KRDU","16:24",,,
"MAX","MAX",4418,"FRJ1","KBNA","KRDU","16:25",,,
"MAX","MAX",4423,"FRJ1","KORD","KRDU","16:27",,,
"MAX","MAX",4694,"FRJ1","KJFK","KRDU","16:27",,,
"DEN","DEN",3861,"FRJ1","KDTW","KRDU","16:30",,,
"MAX","MAX",6753,"FRJ1","KATL","KRDU","16:34",,,
"VAL","VAL",1103,"EJT1","KDFW","KRDU","16:36",,,
"VAL","VAL",1105,"FRJ1","KEWR","KRDU","16:42",,,
"VAL","VAL",1107,"FRJ1","KMCO","KRDU","16:42",,,
"VAL","VAL",886,"EJT1","KPHX","KRDU","16:49",,,
"MAX","MAX",4429,"FRJ1","KSFO","KRDU","16:58",,,
"MAX","MAX",4433,"FRJ1","KPHL","KRDU","16:59",,,
"MAX","MAX",4439,"FRJ1","KORD","KRDU","17:00",,,
"MAX","MAX",4482,"FRJ1","LFPG","KRDU","17:00",,,
"MAX","MAX",4593,"FRJ1","KDCA","KRDU","17:02",,,
"MAX","MAX",4595,"FRJ1","KORD","KRDU","17:03",,,
"MAX","MAX",4607,"FRJ1","KCLT","KRDU","17:22",,,
"MAX","MAX",4612,"FRJ1","KJFK","KRDU","17:34",,,
"MAX","MAX",4619,"FRJ1","KMSP","KRDU","17:54",,,
"MAX","MAX",3037,"FRJ1","KLAX","KRDU","18:06",,,
"MAX","MAX",3577,"FRJ1","KDCA","KRDU","18:07",,,
"MAX","MAX",3675,"FRJ1","KMIA","KRDU","18:10",,,
"MAX","MAX",3695,"FRJ1","KSDF","KRDU","18:11",,,
"MAX","MAX",3765,"FRJ1","KBOS","KRDU","18:12",,,
"MAX","MAX",3899,"FRJ1","KEYW","KRDU","18:12",,,
"MAX","MAX",6338,"FRJ1","KMIA","KRDU","18:20",,,
"MAX","MAX",6355,"FRJ1","KLGA","KRDU","18:26",,,
"MAX","MAX",6490,"FRJ1","BIKF","KRDU","18:30",,,
"MAX","MAX",6499,"FRJ1","KBOS","KRDU","18:33",,,
"MAX","MAX",6508,"FRJ1","KLGA","KRDU","18:34",,,
"MAX","MAX",6768,"FRJ1","KIAD","KRDU","18:35",,,
"FRT","FRT",173,"AJT0","KJFK","KRDU","18:48",,,
"VAL","VAL",4400,"EJT1","KSTL","KRDU","18:50",,,
"VAL","VAL",9575,"EJT1","KFLL","KRDU","18:55",,,
"VAL","VAL",3832,"EJT1","KAUS","KRDU","19:00",,,
"VAL","VAL",316,"EJT1","KEWR","KRDU","19:02",,,
"VAL","VAL",1111,"EJT1","KPIT","KRDU","19:09",,,
"VAL","VAL",2279,"EJT1","KEYW","KRDU","19:11",,,
"VAL","VAL",71,"FRJ1","KCLT","KRDU","19:18",,,
"MAX","MAX",6297,"FRJ1","KATL","KRDU","19:20",,,
"MAX","MAX",6724,"FRJ1","KDCA","KRDU","19:20",,,
"FRT","FRT",841,"EJT1","KJFK","KRDU","19:21",,,
"FRT","FRT",1048,"EJT1","KOAJ","KRDU","19:57",,,
"MAX","MAX",1640,"FRJ1","KEWN","KRDU","20:02",,,
"MAX","MAX",82,"FRJ1","KEWN","KRDU","20:05",,,
"VAL","VAL",5702,"FRJ1","KJFK","KRDU","20:11",,,
"VAL","VAL",5704,"FRJ1","KBNA","KRDU","20:13",,,
"VAL","VAL",5706,"FRJ1","CYYZ","KRDU","20:22",,,
"FRT","FRT",9465,"EJT1","KPHL","KRDU","20:34",,,
"FRT","FRT",1686,"EJT1","KLGA","KRDU","20:39",,,
"FRT","FRT",1972,"EJT1","KPHF","KRDU","20:45",,,
"MAX","MAX",4241,"FRJ1","KDEN","KRDU","20:50",,,
"MAX","MAX",4271,"FRJ1","KDFW","KRDU","20:54",,,
"TAB","TAB",131,"EJT1","KILM","KRDU","21:04",,,
"TAB","TAB",1394,"EJT1","KBOS","KRDU","21:05",,,
"TAB","TAB",134,"EJT1","KLGA","KRDU","21:05",,,
"MAX","MAX",528,"FRJ1","KDCA","KRDU","21:08",,,
"DEN","DEN",4998,"EJT1","KEWR","KRDU","21:14",,,
"DEN","DEN",1092,"EJT1","KDCA","KRDU","21:14",,,
"DEN","DEN",1094,"EJT1","KMIA","KRDU","21:15",,,
"DEN","DEN",1096,"EJT1","KJFK","KRDU","21:31",,,
"DEN","DEN",381,"FRJ1","KCLT","KRDU","21:35",,,
"MAX","MAX",3137,"FRJ1","KCLT","KRDU","21:39",,,
"MAX","MAX",322,"FRJ1","KMSP","KRDU","21:47",,,
"MAX","MAX",386,"FRJ1","KORD","KRDU","22:02",,,
"VAL","VAL",810,"EJT1","KFLL","KRDU","22:03",,,
"VAL","VAL",1460,"EJT1","KIAH","KRDU","22:10",,,
"VAL","VAL",1020,"EJT1","KEWR","KRDU","22:14",,,
"VAL","VAL",1131,"EJT1","KATL","KRDU","22:20",,,
"VAL","VAL",2445,"EJT1","KCLT","KRDU","22:23",,,
"MAX","MAX",3539,"FRJ1","KLGA","KRDU","22:27",,,
"MAX","MAX",3541,"FRJ1","KBWI","KRDU","22:35",,,
"MAX","MAX",3513,"FRJ1","KBOS","KRDU","22:48",,,
"MAX","MAX",3523,"FRJ1","KDEN","KRDU","22:59",,,
"MAX","MAX",3533,"FRJ1","KATL","KRDU","23:15",,,
"MAX","MAX",3553,"FRJ1","KDTW","KRDU","23:21",,,
"MAX","MAX",3563,"FRJ1","KORD","KRDU","23:26",,,
"MAX","MAX",3573,"FRJ1","KJFK","KRDU","23:27",,,
"MAX","MAX",3583,"FRJ1","KIAD","KRDU","23:29",,,
"MAX","MAX",3593,"FRJ1","KJFK","KRDU","23:39",,,
"MAX","MAX",3503,"FRJ1","KAUS","KRDU","23:39",,,
"MAX","MAX",3143,"FRJ1","KEWR","KRDU","23:49",,,
"MAX","MAX",3243,"FRJ1","KSEA","KRDU","23:53",,,
"MAX","MAX",3343,"FRJ1","KMDW","KRDU","23:55",,,
"MAX","MAX",3443,"FRJ1","KLGA","KRDU","23:55",,,
"MAX","MAX",3543,"FRJ1","KCLT","KRDU","23:55",,,
"MAX","MAX",3643,"FRJ1","KMIA","KRDU","23:59",,,
