operator(color),airline (callsign),flight number,airplane type,from  (ICAO),to (ICAO),approach time,departure time,approach altitude override (feet),special
TGB,TGB,6251,EJT1,LIML,EDDS,07:32,,,
VAL,VAL,7155,EJT1,LTFM,EDDS,07:33,,,
MAX,MAX,8348,EJT1,LTFM,EDDS,07:33,,,
MAX,MAX,7244,EJT1,LTFM,EDDS,07:33,,,
DEN,DEN,8672,BIZ0,LSZH,EDDS,07:37,,,
RAA,RAA,5487,EJT1,LIMC,EDDS,07:39,,,
RAA,RAA,9338,EJT1,EDDB,EDDS,07:42,,,
MAX,MAX,2284,EJT1,LTAI,EDDS,08:01,,,
RAA,RAA,4176,EJT1,LGKV,EDDS,08:03,,,
CBA,CBA,3734,EJT1,EHAM,EDDS,08:06,,,
MAX,MAX,6916,EJT1,LTFM,EDDS,08:10,,,
BTV,BTV,3375,EJT1,GVAC,EDDS,08:22,,,
UAX,UAX,3669,EJT1,LOWW,EDDS,08:22,,,
RAA,RAA,3566,EJT1,LGIR,EDDS,08:25,,,
EMF,EMF,9747,AJT0,EDDP,EDDS,08:26,,,cargo
CBA,CBA,6327,EJT1,EHAM,EDDS,08:30,,,
EMF,EMF,9855,EJT1,EDDP,EDDS,08:32,,,cargo
DEN,DEN,6980,EJT1,EDDM,EDDS,08:33,,,
RAA,RAA,6184,EJT1,EDDH,EDDS,08:38,,,
CBA,CBA,4673,FRJ1,EHAM,EDDS,08:43,,,
RAA,RAA,6730,EJT1,EDDH,EDDS,08:44,,,
LAW,LAW,6551,EJT1,EGLL,EDDS,09:02,,,
RAA,RAA,3283,EJT1,LGRP,EDDS,09:03,,,
RAA,RAA,3161,EJT1,LEPA,EDDS,09:04,,,
RAA,RAA,3177,EJT1,BKPR,EDDS,09:18,,,
RAA,RAA,3150,EJT1,LEIB,EDDS,09:18,,,
RAA,RAA,8892,EJT1,ESSA,EDDS,09:22,,,
CBA,CBA,1054,FRJ1,EHAM,EDDS,09:26,,,
BTV,BTV,6242,EJT1,LPFR,EDDS,09:30,,,
BTV,BTV,8687,EJT1,GVAC,EDDS,09:32,,,
EMF,EMF,8514,AJT0,KORD,EDDS,09:36,,,cargo
RAA,RAA,4577,EJT1,LGKV,EDDS,09:44,,,
LAW,LAW,4541,EJT1,LTAI,EDDS,09:44,,,
BTV,BTV,1771,EJT1,GVBA,EDDS,09:58,,,
EMF,EMF,3036,EJT1,EDDK,EDDS,09:58,,,cargo
BTV,BTV,882,EJT1,GVAC,EDDS,10:05,,,
CBA,CBA,4051,FRJ1,EHAM,EDDS,10:06,,,
FRT,FRT,656,EJT1,LTAI,EDDS,10:09,,,
TGB,TGB,9064,EJT1,LSZH,EDDS,10:10,,,
RAA,RAA,6438,EJT1,LHBP,EDDS,10:20,,,
RAA,RAA,3895,EJT1,LHBP,EDDS,10:23,,,
RAA,RAA,5925,EJT1,LHBP,EDDS,10:24,,,
EMF,EMF,1748,EJT1,EDDP,EDDS,10:35,,,cargo
BTV,BTV,2260,EJT1,GCTS,EDDS,10:39,,,
TGB,TGB,1717,EJT1,EDDM,EDDS,10:43,,,
BTV,BTV,4552,EJT1,GCFV,EDDS,10:50,,,
ANG,ANG,3739,EJT1,EPWA,EDDS,10:53,,,
TGB,TGB,2034,EJT1,LIML,EDDS,10:56,,,
EMF,EMF,4423,AJT0,EDDP,EDDS,10:58,,,cargo
EMF,EMF,1627,EJT1,EDDP,EDDS,11:02,,,cargo
EMF,EMF,9404,AJT0,EDDP,EDDS,11:03,,,cargo
FRT,FRT,8627,EJT1,LTAI,EDDS,11:09,,,
RAA,RAA,8466,EJT1,EDDB,EDDS,11:13,,,
DEN,DEN,8972,EJT1,EDDF,EDDS,11:32,,,
RAA,RAA,1266,EJT1,LFPG,EDDS,11:33,,,
RAA,RAA,5259,EJT1,LHBP,EDDS,11:34,,,
BTV,BTV,9055,EJT1,LGIR,EDDS,11:38,,,
RAA,RAA,9119,EJT1,GCTS,EDDS,11:39,,,
RAA,RAA,9613,EJT1,LHBP,EDDS,11:41,,,
RAA,RAA,3143,EJT1,LEBL,EDDS,11:42,,,
RAA,RAA,4616,EJT1,LPPR,EDDS,11:47,,,
FRT,FRT,9530,EJT1,LTAI,EDDS,11:55,,,
RAA,RAA,7210,EJT1,LEBL,EDDS,11:57,,,
RAA,RAA,5274,EJT1,LICC,EDDS,12:05,,,
RAA,RAA,6283,EJT1,EDDB,EDDS,12:05,,,
VAL,VAL,7763,EJT1,LTFJ,EDDS,12:07,,,
EMF,EMF,2538,AJT0,KORD,EDDS,12:19,,,cargo
RAA,RAA,5886,EJT1,LEBL,EDDS,12:20,,,
BTV,BTV,2239,EJT1,LGIR,EDDS,12:21,,,
RAA,RAA,6062,EJT1,ESSA,EDDS,12:29,,,
RAA,RAA,9136,EJT1,EGLL,EDDS,12:31,,,
RAA,RAA,6663,EJT1,LPPR,EDDS,12:31,,,
TGB,TGB,986,FRJ1,EDDM,EDDS,12:40,,,
RAA,RAA,3799,EJT1,EDDB,EDDS,12:44,,,
CBA,CBA,8125,EJT1,EHAM,EDDS,12:47,,,
EMF,EMF,223,EJT1,EDDK,EDDS,12:48,,,cargo
BTV,BTV,3961,EJT1,LPFR,EDDS,12:52,,,
RAA,RAA,4278,EJT1,EDDB,EDDS,13:00,,,
VAL,VAL,995,EJT1,LTFM,EDDS,13:06,,,
BTV,BTV,460,EJT1,EDDV,EDDS,13:09,,,
RAA,RAA,6392,EJT1,LDSP,EDDS,13:12,,,
DEN,DEN,9289,EJT1,EDDF,EDDS,13:19,,,
RAA,RAA,8318,EJT1,EDDB,EDDS,13:23,,,
BTV,BTV,2575,EJT1,LEPA,EDDS,13:26,,,
EMF,EMF,7837,EJT1,EDDP,EDDS,13:29,,,cargo
RAA,RAA,8981,EJT1,LEPA,EDDS,13:35,,,
EMF,EMF,9908,AJT0,KORD,EDDS,13:43,,,cargo
BTV,BTV,1108,EJT1,LEPA,EDDS,13:45,,,
RAA,RAA,5806,EJT1,LHBP,EDDS,13:52,,,
RAA,RAA,9432,EJT1,LGTS,EDDS,13:53,,,
RAA,RAA,684,EJT1,EDDB,EDDS,13:53,,,
RAA,RAA,2292,EJT1,LEBL,EDDS,14:07,,,
RAA,RAA,904,EJT1,EDDH,EDDS,14:07,,,
FRT,FRT,6162,EJT1,EVRA,EDDS,14:10,,,
TAB,TAB,8071,EJT1,LYBE,EDDS,14:18,,,
RAA,RAA,5949,EJT1,LEPA,EDDS,14:29,,,
RAA,RAA,8131,EJT1,LIMC,EDDS,14:29,,,
LAW,LAW,390,FRJ1,EKCH,EDDS,14:31,,,
BTV,BTV,8047,EJT1,GVAC,EDDS,14:34,,,
EMF,EMF,3252,EJT1,EDDP,EDDS,14:39,,,cargo
EMF,EMF,5118,AJT0,KORD,EDDS,14:39,,,cargo
RAA,RAA,2886,EJT1,EDDH,EDDS,14:41,,,
RAA,RAA,5258,EJT1,EDDB,EDDS,14:46,,,
RAA,RAA,4040,EJT1,EDDH,EDDS,14:48,,,
RAA,RAA,6357,EJT1,LTFJ,EDDS,14:51,,,
EMF,EMF,2927,AJT0,EGBB,EDDS,15:01,,,cargo
LAW,LAW,6252,FRJ1,EDDM,EDDS,15:05,,,
CBA,CBA,9291,EJT1,LGTS,EDDS,15:05,,,
RAA,RAA,3468,EJT1,LIPZ,EDDS,15:08,,,
RAA,RAA,1474,EJT1,LEBL,EDDS,15:14,,,
TGB,TGB,27,EJT1,LSZH,EDDS,15:14,,,
RAA,RAA,8227,EJT1,LTAI,EDDS,15:21,,,
UAX,UAX,8651,EJT1,LOWW,EDDS,15:27,,,
CBA,CBA,9496,FRJ1,EHAM,EDDS,15:28,,,
DEN,DEN,7087,EJT1,EDDF,EDDS,15:30,,,
EMF,EMF,9791,EJT1,EDDK,EDDS,15:39,,,cargo
RAA,RAA,1851,EJT1,LEPA,EDDS,15:51,,,
RAA,RAA,9018,EJT1,LEBL,EDDS,15:52,,,
CBA,CBA,6133,EJT1,LGAV,EDDS,15:56,,,
LAW,LAW,5737,EJT1,EGLL,EDDS,16:07,,,
RAA,RAA,8764,EJT1,GCTS,EDDS,16:08,,,
MAX,MAX,2511,EJT1,LTAI,EDDS,16:09,,,
EMF,EMF,665,EJT1,LFPG,EDDS,16:20,,,cargo
RAA,RAA,2622,EJT1,LEBL,EDDS,16:22,,,
RAA,RAA,7038,EJT1,EDDH,EDDS,16:28,,,
RAA,RAA,6023,EJT1,EDDH,EDDS,16:31,,,
MAX,MAX,1181,EJT1,LTFM,EDDS,16:32,,,
MAX,MAX,9345,EJT1,LTAC,EDDS,16:35,,,
FRT,FRT,1372,EJT1,EVRA,EDDS,16:44,,,
EMF,EMF,7876,EJT1,EBLG,EDDS,16:47,,,cargo
RAA,RAA,3189,EJT1,LDSP,EDDS,16:48,,,
RAA,RAA,6626,EJT1,LTAU,EDDS,16:48,,,
TGB,TGB,3441,FRJ1,LSZH,EDDS,16:57,,,
BTV,BTV,766,EJT1,EDDV,EDDS,17:08,,,
BTV,BTV,748,EJT1,GVAC,EDDS,17:09,,,
EMF,EMF,4644,AJT0,EDDP,EDDS,17:13,,,cargo
BTV,BTV,3356,EJT1,LEPA,EDDS,17:14,,,
DEN,DEN,5677,BIZ0,LJLJ,EDDS,17:15,,,
RAA,RAA,1750,EJT1,LFPG,EDDS,17:19,,,
RAA,RAA,1726,EJT1,LEIB,EDDS,17:25,,,
RAA,RAA,598,EJT1,LEPA,EDDS,17:27,,,
EMF,EMF,6965,EJT1,EDDM,EDDS,17:28,,,cargo
MAX,MAX,6882,EJT1,LTFM,EDDS,17:34,,,
RAA,RAA,8115,EJT1,GCTS,EDDS,17:38,,,
RAA,RAA,7189,EJT1,LEMG,EDDS,17:46,,,
MAX,MAX,6542,EJT1,LTFM,EDDS,17:47,,,
RAA,RAA,3347,EJT1,EDDW,EDDS,17:49,,,
BTV,BTV,5864,EJT1,LPFR,EDDS,18:04,,,
BTV,BTV,9721,EJT1,GVBA,EDDS,18:05,,,
RAA,RAA,7163,EJT1,LPFR,EDDS,18:10,,,
DEN,DEN,4567,EJT1,EDDF,EDDS,18:11,,,
EMF,EMF,2340,EJT1,EDDP,EDDS,18:17,,,cargo
RAA,RAA,1277,EJT1,EDDB,EDDS,18:21,,,
RAA,RAA,8438,EJT1,LFPG,EDDS,18:21,,,
RAA,RAA,6783,EJT1,LFPG,EDDS,18:24,,,
EMF,EMF,5763,EJT1,EDDK,EDDS,18:33,,,cargo
RAA,RAA,2274,EJT1,LTAI,EDDS,18:46,,,
RAA,RAA,1135,EJT1,BKPR,EDDS,18:46,,,
RAA,RAA,3058,EJT1,LIRF,EDDS,18:49,,,
RAA,RAA,1723,EJT1,EDDB,EDDS,18:50,,,
RAA,RAA,9671,EJT1,LEPA,EDDS,18:59,,,
BTV,BTV,4650,EJT1,LEPA,EDDS,19:01,,,
RAA,RAA,2822,EJT1,LTAI,EDDS,19:01,,,
MAX,MAX,6989,EJT1,LTAI,EDDS,19:03,,,
RAA,RAA,2198,EJT1,EDDB,EDDS,19:20,,,
RAA,RAA,8871,EJT1,EDDH,EDDS,19:37,,,
CBA,CBA,3730,FRJ1,EHAM,EDDS,19:40,,,
RAA,RAA,3916,EJT1,LEMG,EDDS,19:42,,,
EMF,EMF,6591,EJT1,LFPG,EDDS,19:48,,,cargo
RAA,RAA,140,EJT1,EGLL,EDDS,19:48,,,
TGB,TGB,2366,FRJ1,LSZH,EDDS,19:51,,,
RAA,RAA,8891,EJT1,LFPG,EDDS,19:53,,,
TAB,TAB,9795,EJT1,LYBE,EDDS,19:55,,,
RAA,RAA,6512,EJT1,LOWW,EDDS,19:56,,,
EMF,EMF,3141,AJT0,EGBB,EDDS,19:57,,,cargo
RAA,RAA,8914,EJT1,EDDW,EDDS,20:09,,,
EMF,EMF,3938,AJT0,EGBB,EDDS,20:13,,,cargo
RAA,RAA,4785,EJT1,ESSA,EDDS,20:19,,,
DEN,DEN,1791,BIZ0,LEIB,EDDS,20:22,,,
RAA,RAA,5156,EJT1,LOWW,EDDS,20:28,,,
BTV,BTV,2217,EJT1,LEPA,EDDS,20:33,,,
BTV,BTV,778,EJT1,EDDV,EDDS,20:43,,,
DEN,DEN,2254,EJT1,EDDF,EDDS,20:44,,,
RAA,RAA,1356,EJT1,LICC,EDDS,20:52,,,
UAX,UAX,5205,EJT1,LOWW,EDDS,20:53,,,
RAA,RAA,5998,EJT1,LIMC,EDDS,20:55,,,
EMF,EMF,2002,AJT0,KORD,EDDS,20:57,,,cargo
DEN,DEN,4093,EJT1,EDDF,EDDS,20:57,,,
RAA,RAA,2236,EJT1,LEIB,EDDS,20:58,,,
RAA,RAA,127,EJT1,LTAI,EDDS,21:00,,,
RAA,RAA,2521,EJT1,LEPA,EDDS,21:00,,,
BTV,BTV,2142,EJT1,GCFV,EDDS,21:09,,,
EMF,EMF,5534,EJT1,EDDM,EDDS,21:16,,,cargo
RAA,RAA,4152,EJT1,LFPG,EDDS,21:18,,,
RAA,RAA,2978,EJT1,EHAM,EDDS,21:26,,,
RAA,RAA,6443,EJT1,LGIR,EDDS,21:39,,,
RAA,RAA,7916,EJT1,LIRN,EDDS,21:41,,,
RAA,RAA,1448,EJT1,LHBP,EDDS,21:41,,,
EMF,EMF,42,AJT0,KORD,EDDS,21:47,,,cargo
RAA,RAA,3499,EJT1,LEMG,EDDS,21:51,,,
RAA,RAA,7962,EJT1,LOWG,EDDS,21:52,,,
RAA,RAA,4517,EJT1,EGLL,EDDS,21:52,,,
DEN,DEN,4368,EJT1,EDDF,EDDS,21:55,,,
LAW,LAW,5611,EJT1,EGLL,EDDS,22:00,,,
FRT,FRT,4161,EJT1,LTAI,EDDS,22:03,,,
CBA,CBA,9523,EJT1,EHAM,EDDS,22:03,,,
RAA,RAA,3065,EJT1,LTAI,EDDS,22:06,,,
RAA,RAA,1949,EJT1,LHBP,EDDS,22:06,,,
RAA,RAA,2172,EJT1,LEVC,EDDS,22:08,,,
EMF,EMF,7556,EJT1,EDDP,EDDS,22:09,,,cargo
RAA,RAA,6778,EJT1,GCTS,EDDS,22:11,,,
EMF,EMF,2674,EJT1,EDDK,EDDS,22:17,,,cargo
RAA,RAA,1510,EJT1,LEVC,EDDS,22:29,,,
RAA,RAA,907,EJT1,LTFJ,EDDS,22:41,,,
RAA,RAA,1825,EJT1,LFPG,EDDS,22:54,,,
RAA,RAA,7791,EJT1,EGLL,EDDS,22:56,,,
CBA,CBA,466,EJT1,EHAM,EDDS,22:56,,,
RAA,RAA,1655,EJT1,EDDS,LROP,,04:05,,
RAA,RAA,4694,EJT1,EDDS,LGIR,,04:08,,
RAA,RAA,6808,EJT1,EDDS,EDDH,,04:10,,
TGB,TGB,8396,EJT1,EDDS,LIML,,04:11,,
RAA,RAA,564,EJT1,EDDS,EDDB,,04:14,,
RAA,RAA,3449,EJT1,EDDS,LEPA,,04:14,,
BTV,BTV,4163,EJT1,EDDS,LGIR,,04:17,,
RAA,RAA,1903,EJT1,EDDS,LOWG,,04:21,,
RAA,RAA,5223,EJT1,EDDS,LGTS,,04:22,,
RAA,RAA,7949,EJT1,EDDS,EDDH,,04:45,,
EMF,EMF,4491,AJT0,EDDS,EGBB,,04:45,,cargo
RAA,RAA,8904,EJT1,EDDS,BKPR,,04:49,,
EMF,EMF,167,EJT1,EDDS,LFPG,,04:51,,cargo
TAB,TAB,4750,EJT1,EDDS,LYBE,,05:01,,
RAA,RAA,8432,EJT1,EDDS,LEPA,,05:02,,
RAA,RAA,5800,EJT1,EDDS,GCFV,,05:07,,
RAA,RAA,67,EJT1,EDDS,EDDH,,05:11,,
CBA,CBA,7206,FRJ1,EDDS,EHAM,,05:15,,
RAA,RAA,3792,EJT1,EDDS,LEBL,,05:22,,
DEN,DEN,3144,BIZ0,EDDS,EDDL,,05:24,,
EMF,EMF,1304,EJT1,EDDS,EDDK,,05:30,,cargo
EMF,EMF,2132,EJT1,EDDS,EDDK,,05:35,,cargo
RAA,RAA,5525,EJT1,EDDS,LGIR,,05:42,,
RAA,RAA,1264,EJT1,EDDS,EGLL,,05:55,,
RAA,RAA,6455,EJT1,EDDS,LDSP,,05:58,,
LAW,LAW,5350,EJT1,EDDS,LTAI,,05:58,,
UAX,UAX,2252,EJT1,EDDS,LOWW,,06:13,,
RAA,RAA,9643,EJT1,EDDS,LTAU,,06:16,,
RAA,RAA,53,EJT1,EDDS,EGLL,,06:21,,
TAB,TAB,4970,EJT1,EDDS,LYBE,,06:22,,
EMF,EMF,3313,EJT1,EDDS,EDDK,,06:25,,cargo
RAA,RAA,6040,EJT1,EDDS,LGKV,,06:30,,
RAA,RAA,4303,EJT1,EDDS,LEPA,,06:46,,
RAA,RAA,7032,EJT1,EDDS,LHBP,,06:47,,
EMF,EMF,3913,EJT1,EDDS,EDDP,,06:47,,cargo
RAA,RAA,8091,EJT1,EDDS,LIRF,,06:50,,
RAA,RAA,387,EJT1,EDDS,EGLL,,06:54,,
BTV,BTV,1092,EJT1,EDDS,GCFV,,06:55,,
RAA,RAA,3757,EJT1,EDDS,LOWW,,06:57,,
EMF,EMF,2526,AJT0,EDDS,EDDP,,07:01,,cargo
RAA,RAA,7758,EJT1,EDDS,EDDB,,07:01,,
RAA,RAA,1658,EJT1,EDDS,LHBP,,07:02,,
RAA,RAA,6349,EJT1,EDDS,EDDB,,07:10,,
RAA,RAA,8023,EJT1,EDDS,LOWW,,07:15,,
CBA,CBA,9791,EJT1,EDDS,LGAV,,07:28,,
RAA,RAA,6566,EJT1,EDDS,LICC,,07:35,,
CBA,CBA,2614,EJT1,EDDS,EHAM,,07:35,,
RAA,RAA,5889,EJT1,EDDS,EDDB,,07:42,,
RAA,RAA,848,EJT1,EDDS,LOWG,,07:51,,
TGB,TGB,1380,EJT1,EDDS,EDDF,,07:55,,
RAA,RAA,6348,EJT1,EDDS,EGLL,,07:56,,
EMF,EMF,1970,AJT0,EDDS,EDDP,,07:57,,cargo
EMF,EMF,5219,EJT1,EDDS,EDDP,,08:19,,cargo
RAA,RAA,6901,EJT1,EDDS,EGLL,,08:24,,
RAA,RAA,7861,EJT1,EDDS,EDDH,,08:26,,
LAW,LAW,8487,EJT1,EDDS,EGLL,,08:26,,
RAA,RAA,9280,EJT1,EDDS,EDDH,,08:27,,
RAA,RAA,5763,EJT1,EDDS,EDDB,,08:31,,
EMF,EMF,3404,AJT0,EDDS,EGBB,,08:34,,cargo
PAV,PAV,5163,EJT1,EDDS,HEGN,,08:36,,
VAL,VAL,9292,EJT1,EDDS,HEGN,,08:37,,
MAX,MAX,4288,EJT1,EDDS,LTAC,,08:40,,
RAA,RAA,9780,EJT1,EDDS,LDZA,,08:40,,
RAA,RAA,2398,EJT1,EDDS,EGLL,,08:50,,
RAA,RAA,8167,EJT1,EDDS,LTAI,,08:59,,
RAA,RAA,4372,EJT1,EDDS,LGKV,,09:06,,
RAA,RAA,6853,EJT1,EDDS,EHAM,,09:09,,
EMF,EMF,3950,AJT0,EDDS,EDDP,,09:12,,cargo
TAB,TAB,8587,EJT1,EDDS,LYBE,,09:19,,
RAA,RAA,9703,EJT1,EDDS,EDDW,,09:26,,
MAX,MAX,3391,EJT1,EDDS,LTAI,,09:33,,
EMF,EMF,5299,AJT0,EDDS,EDDP,,09:41,,cargo
RAA,RAA,9299,EJT1,EDDS,EDDB,,09:43,,
DEN,DEN,3755,BIZ0,EDDS,EDDL,,09:43,,
RAA,RAA,302,EJT1,EDDS,GCTS,,09:43,,
TGB,TGB,6203,FRJ1,EDDS,EDDM,,09:50,,
VAL,VAL,2933,EJT1,EDDS,BKPR,,09:50,,
ANG,ANG,6640,EJT1,EDDS,EPWA,,09:55,,
RAA,RAA,680,EJT1,EDDS,EDDB,,10:01,,
RAA,RAA,5111,EJT1,EDDS,EDDH,,10:01,,
RAA,RAA,2491,EJT1,EDDS,EHAM,,10:05,,
EMF,EMF,543,EJT1,EDDS,LFPG,,10:10,,cargo
RAA,RAA,1964,EJT1,EDDS,LEPA,,10:14,,
PAV,PAV,8179,EJT1,EDDS,HEGN,,10:14,,
MAX,MAX,4140,EJT1,EDDS,LTAF,,10:15,,
RAA,RAA,4440,EJT1,EDDS,LOWG,,10:20,,
EMF,EMF,8371,AJT0,EDDS,KORD,,10:31,,cargo
RAA,RAA,5030,EJT1,EDDS,LEVC,,10:33,,
LAW,LAW,3440,FRJ1,EDDS,EKCH,,10:36,,
TGB,TGB,7389,FRJ1,EDDS,EDDM,,10:39,,
RAA,RAA,163,EJT1,EDDS,EGLL,,10:58,,
BTV,BTV,1767,EJT1,EDDS,GCTS,,11:01,,
MAX,MAX,7760,EJT1,EDDS,LTAC,,11:14,,
TGB,TGB,4791,EJT1,EDDS,LSZH,,11:20,,
DEN,DEN,9677,EJT1,EDDS,EDDF,,11:20,,
UAX,UAX,1249,EJT1,EDDS,LOWW,,11:21,,
EMF,EMF,947,AJT0,EDDS,EDDP,,11:27,,cargo
RAA,RAA,8100,EJT1,EDDS,GCTS,,11:31,,
BTV,BTV,8763,EJT1,EDDS,GCFV,,11:34,,
RAA,RAA,2544,EJT1,EDDS,LFPG,,11:42,,
EMF,EMF,6265,EJT1,EDDS,EDDK,,11:46,,cargo
RAA,RAA,7,EJT1,EDDS,LEBL,,11:47,,
RAA,RAA,1010,EJT1,EDDS,EDDH,,11:55,,
CBA,CBA,6554,EJT1,EDDS,LGAV,,11:58,,
LAW,LAW,7725,EJT1,EDDS,EGLL,,12:05,,
LAW,LAW,7358,EJT1,EDDS,LTAI,,12:11,,
EMF,EMF,6458,EJT1,EDDS,LFPG,,12:11,,cargo
RAA,RAA,4908,EJT1,EDDS,LIPZ,,12:14,,
RAA,RAA,1396,EJT1,EDDS,LTAU,,12:28,,
MAX,MAX,3538,EJT1,EDDS,LTAI,,12:29,,
PAV,PAV,263,EJT1,EDDS,HEMA,,12:38,,
RAA,RAA,7393,EJT1,EDDS,LEPA,,12:40,,
RAA,RAA,781,EJT1,EDDS,LIRF,,12:43,,
EMF,EMF,4812,AJT0,EDDS,EDDP,,12:44,,cargo
TGB,TGB,4819,EJT1,EDDS,LIML,,12:47,,
VAL,VAL,8653,EJT1,EDDS,LTFJ,,12:54,,
MAX,MAX,4165,EJT1,EDDS,LTBJ,,12:59,,
RAA,RAA,7205,EJT1,EDDS,GCFV,,13:06,,
FRT,FRT,1742,EJT1,EDDS,LTAI,,13:11,,
RAA,RAA,2972,EJT1,EDDS,EDDB,,13:13,,
RAA,RAA,4967,EJT1,EDDS,EDDB,,13:24,,
RAA,RAA,5306,EJT1,EDDS,LEMG,,13:27,,
VAL,VAL,1888,EJT1,EDDS,LTAI,,13:28,,
EMF,EMF,7081,EJT1,EDDS,EBLG,,13:30,,cargo
EMF,EMF,9729,EJT1,EDDS,LFPG,,13:32,,cargo
MAX,MAX,8682,EJT1,EDDS,LTFM,,13:32,,
RAA,RAA,6509,EJT1,EDDS,LEVC,,13:39,,
MAX,MAX,4096,EJT1,EDDS,LTAJ,,13:40,,
RAA,RAA,4555,EJT1,EDDS,LEPA,,13:44,,
RAA,RAA,6613,EJT1,EDDS,LGIR,,13:46,,
RAA,RAA,2528,EJT1,EDDS,GCLP,,14:11,,
EMF,EMF,4056,EJT1,EDDS,EDDP,,14:15,,cargo
MAX,MAX,914,EJT1,EDDS,LTAC,,14:20,,
RAA,RAA,3904,EJT1,EDDS,LEBL,,14:28,,
EMF,EMF,1199,EJT1,EDDS,EDDM,,14:29,,cargo
RAA,RAA,7060,EJT1,EDDS,LTAU,,14:37,,
LAW,LAW,5986,FRJ1,EDDS,EKCH,,14:42,,
RAA,RAA,4416,EJT1,EDDS,LTAU,,14:42,,
TGB,TGB,4947,EJT1,EDDS,LIML,,14:44,,
RAA,RAA,6970,EJT1,EDDS,LHBP,,14:48,,
RAA,RAA,7765,EJT1,EDDS,LEPA,,14:50,,
RAA,RAA,3454,EJT1,EDDS,LHBP,,14:56,,
RAA,RAA,4871,EJT1,EDDS,LIPZ,,14:57,,
DEN,DEN,5880,EJT1,EDDS,EDDF,,15:01,,
MAX,MAX,3000,EJT1,EDDS,LTAI,,15:04,,
RAA,RAA,4010,EJT1,EDDS,LEBL,,15:06,,
RAA,RAA,2467,EJT1,EDDS,BKPR,,15:06,,
RAA,RAA,3760,EJT1,EDDS,EDDH,,15:14,,
RAA,RAA,5,EJT1,EDDS,LGRP,,15:22,,
RAA,RAA,6485,EJT1,EDDS,LTAI,,15:35,,
