operator(color),airline (callsign),flight number,airplane type,from  (ICAO),to (ICAO),approach time,departure time,approach altitude override (feet),special
DEN,DEN,818,DPRP,TIST,TJSJ,,15:15,,
FRT,FRT,1632,DPRP,TIST,TUPW,,15:15,,
TAB,TAB,676,EJT1,TIST,KJFK,,15:29,,
DEN,DEN,1610,EJT1,TIST,KORD,,15:32,,
VAL,VAL,277,FRJ1,TIST,KMCO,,15:32,,
MAX,MAX,8871,BTRP,TIST,TUPJ,,15:35,,
LAW,LAW,944,EJT1,TIST,KMIA,,15:36,,
DEN,DEN,1425,EJT1,TIST,KATL,,15:36,,
TAB,TAB,307,EJT1,TIST,KATL,,15:45,,
FRT,FRT,672,EJT1,TIST,KMIA,,15:50,,
FRT,FRT,4809,BTRP,TIST,TJSJ,,15:51,,
FRT,FRT,8902,BTRP,TIST,TUPJ,,15:54,,
TAB,TAB,868,EJT1,TIST,KPHL,,15:58,,
FRT,FRT,215,DPRP,TIST,TJSJ,,16:00,,
FRT,FRT,2215,DPRP,TIST,TJCG,,16:00,,
TAB,TAB,1391,EJT1,TIST,KMIA,,16:03,,
LAW,LAW,1198,FRJ1,TIST,KCLT,,16:08,,
FRT,FRT,804,EJT1,TIST,TJSJ,,16:09,,
VAL,VAL,1182,BTRP,TIST,TISX,,16:15,,
DEN,DEN,872,DPRP,TIST,TISX,,16:15,,
LAW,LAW,3593,BTRP,TIST,TISX,,16:27,,
VAL,VAL,212,EJT1,TIST,KFLL,,16:34,,
TAB,TAB,808,EJT1,TIST,KCLT,,16:37,,
VAL,VAL,1186,BTRP,TIST,TISX,,16:40,,
MAX,MAX,8721,BTRP,TIST,TISX,,16:45,,
MAX,MAX,8261,BTRP,TIST,TJSJ,,16:50,,
DEN,DEN,1041,EJT1,TIST,KCLT,,16:55,,
FRT,FRT,1132,EJT1,TIST,TJSJ,,16:58,,
TAB,TAB,2421,EJT1,TIST,KMIA,,17:00,,
FRT,FRT,1614,DPRP,TIST,TUPJ,,17:30,,
FRT,FRT,1634,DPRP,TIST,TUPW,,17:30,,
VAL,VAL,215,EJT1,TIST,KFLL,,17:35,,
DEN,DEN,826,DPRP,TIST,TJSJ,,17:40,,
VAL,VAL,1194,BTRP,TIST,TISX,,17:45,,
FRT,FRT,4858,BTRP,TIST,TJSJ,,17:50,,
DEN,DEN,876,DPRP,TIST,TISX,,17:50,,
LAW,LAW,1398,FRJ1,TIST,KMIA,,17:58,,
TGB,TGB,129,DPRP,TIST,TJSJ,,18:00,,
VAL,VAL,2104,BTRP,TIST,TISX,,18:30,,
VAL,VAL,2110,BTRP,TIST,TISX,,19:15,,
BTV,BTV,329,BTRP,TIST,TNCM,,19:45,,
MAX,MAX,8021,BTRP,TJSJ,TIST,07:02,,,
DEN,DEN,851,DPRP,TISX,TIST,07:04,,,
FRT,FRT,1236,EJT1,TJSJ,TIST,07:10,,,
VAL,VAL,1107,BTRP,TISX,TIST,07:15,,,
FRT,FRT,4876,BTRP,TJSJ,TIST,07:40,,,
FRT,FRT,1035,EJT1,TJSJ,TIST,07:57,,,
VAL,VAL,1115,BTRP,TISX,TIST,08:05,,,
FRT,FRT,8611,BTRP,TISX,TIST,08:14,,,
FRT,FRT,1601,DPRP,TUPJ,TIST,08:15,,,
FRT,FRT,1621,DPRP,TUPW,TIST,08:15,,,
DEN,DEN,803,DPRP,TJSJ,TIST,08:18,,,
MAX,MAX,8031,BTRP,TJSJ,TIST,08:23,,,
DEN,DEN,855,DPRP,TISX,TIST,08:34,,,
MAX,MAX,114,DPRP,TJSJ,TIST,08:35,,,
MAX,MAX,8041,BTRP,TJSJ,TIST,08:46,,,
VAL,VAL,1121,BTRP,TISX,TIST,08:55,,,
MAX,MAX,8561,BTRP,TISX,TIST,08:55,,,
VAL,VAL,1125,BTRP,TISX,TIST,09:02,,,
MAX,MAX,8051,BTRP,TJSJ,TIST,09:15,,,
FRT,FRT,204,DPRP,TJSJ,TIST,10:01,,,
FRT,FRT,6936,FRJ1,TJSJ,TIST,10:03,,,
MAX,MAX,8571,BTRP,TISX,TIST,10:07,,,
DEN,DEN,807,DPRP,TJSJ,TIST,10:08,,,
FRT,FRT,2204,DPRP,TJCG,TIST,10:20,,,
FRT,FRT,8051,BTRP,TJSJ,TIST,10:25,,,
DEN,DEN,859,DPRP,TISX,TIST,10:29,,,
FRT,FRT,4866,BTRP,TJSJ,TIST,10:46,,,
DEN,DEN,1479,EJT1,KEWR,TIST,10:51,,,
LAW,LAW,3654,BTRP,TJSJ,TIST,10:59,,,
MAX,MAX,8151,BTRP,TJSJ,TIST,11:03,,,
TAB,TAB,7454,EJT1,KPHL,TIST,11:08,,,
TAB,TAB,849,EJT1,KCLT,TIST,11:12,,,
MAX,MAX,8091,BTRP,TJSJ,TIST,11:26,,,
MAX,MAX,8111,BTRP,TJSJ,TIST,11:38,,,
DEN,DEN,863,DPRP,TISX,TIST,11:54,,,
MAX,MAX,8101,BTRP,TJSJ,TIST,11:55,,,
DEN,DEN,1443,EJT1,KIAD,TIST,11:59,,,
FRT,FRT,208,DPRP,TJSJ,TIST,12:01,,,
TGB,TGB,1529,EJT1,KEWR,TIST,12:04,,,
TAB,TAB,1630,EJT1,KMIA,TIST,12:13,,,
VAL,VAL,787,EJT1,KMSP,TIST,12:19,,,
TAB,TAB,571,EJT1,KATL,TIST,12:23,,,
DEN,DEN,591,EJT1,KORD,TIST,12:36,,,
DEN,DEN,811,DPRP,TJSJ,TIST,12:38,,,
FRT,FRT,8731,BTRP,TISX,TIST,12:39,,,
TAB,TAB,744,EJT1,KPHL,TIST,12:42,,,
FRT,FRT,1609,DPRP,TUPJ,TIST,12:45,,,
FRT,FRT,1629,DPRP,TUPW,TIST,12:45,,,
TAB,TAB,1956,EJT1,KJFK,TIST,12:45,,,
MAX,MAX,8171,BTRP,TJSJ,TIST,12:47,,,
TAB,TAB,850,EJT1,KCLT,TIST,12:51,,,
VAL,VAL,1153,BTRP,TISX,TIST,12:55,,,
MAX,MAX,8861,BTRP,TUPJ,TIST,12:57,,,
BTV,BTV,550,BTRP,TNCM,TIST,13:01,,,
DEN,DEN,1519,EJT1,KEWR,TIST,13:04,,,
FRT,FRT,8901,BTRP,TUPJ,TIST,13:08,,,
TGB,TGB,1443,EJT1,KIAD,TIST,13:14,,,
TAB,TAB,804,EJT1,KCLT,TIST,13:19,,,
TAB,TAB,9463,EJT1,KMIA,TIST,13:23,,,
MAX,MAX,8211,BTRP,TJSJ,TIST,13:44,,,
MAX,MAX,8231,BTRP,TJSJ,TIST,13:45,,,
DEN,DEN,360,DPRP,TAPA,TIST,13:45,,,
DEN,DEN,867,DPRP,TISX,TIST,13:49,,,
TAB,TAB,824,EJT1,KCLT,TIST,13:51,,,
DEN,DEN,1561,EJT1,KORD,TIST,13:55,,,
LAW,LAW,3528,BTRP,TJSJ,TIST,13:58,,,
TAB,TAB,465,EJT1,KJFK,TIST,14:05,,,
DEN,DEN,1647,EJT1,KORD,TIST,14:07,,,
TAB,TAB,867,EJT1,KPHL,TIST,14:08,,,
MAX,MAX,8191,BTRP,TJSJ,TIST,14:13,,,
TAB,TAB,661,EJT1,KATL,TIST,14:14,,,
DEN,DEN,1424,EJT1,KATL,TIST,14:26,,,
DEN,DEN,817,DPRP,TJSJ,TIST,14:28,,,
VAL,VAL,284,FRJ1,KMCO,TIST,14:36,,,
FRT,FRT,907,EJT1,KBOS,TIST,14:38,,,
FRT,FRT,807,EJT1,KBOS,TIST,14:39,,,
FRT,FRT,2985,EJT1,KMIA,TIST,14:40,,,
LAW,LAW,943,EJT1,KMIA,TIST,14:45,,,
TAB,TAB,1777,EJT1,KMIA,TIST,14:50,,,
MAX,MAX,8531,BTRP,TISX,TIST,14:52,,,
FRT,FRT,212,DPRP,TJSJ,TIST,15:01,,,
TAB,TAB,833,EJT1,KCLT,TIST,15:11,,,
TAB,TAB,241,EJT1,KMIA,TIST,15:15,,,
MAX,MAX,8241,BTRP,TJSJ,TIST,15:15,,,
VAL,VAL,2051,EJT1,KFLL,TIST,15:18,,,
DEN,DEN,1040,EJT1,KCLT,TIST,15:22,,,
FRT,FRT,4806,BTRP,TJSJ,TIST,15:22,,,
LAW,LAW,3512,BTRP,TJSJ,TIST,15:24,,,
FRT,FRT,8011,BTRP,TJSJ,TIST,15:28,,,
LAW,LAW,626,FRJ1,KJFK,TIST,15:28,,,
TAB,TAB,803,EJT1,KCLT,TIST,15:37,,,
DEN,DEN,1709,EJT1,KIAD,TIST,15:43,,,
LAW,LAW,383,BTRP,TJSJ,TIST,15:47,,,
MAX,MAX,8521,BTRP,TISX,TIST,15:47,,,
DEN,DEN,871,DPRP,TISX,TIST,15:54,,,
VAL,VAL,1177,BTRP,TISX,TIST,15:55,,,
LAW,LAW,550,BTRP,TNCM,TIST,15:55,,,
FRT,FRT,900,EJT1,KBOS,TIST,16:06,,,
FRT,FRT,1006,EJT1,TJCG,TIST,16:07,,,
MAX,MAX,17,BTRP,TUPJ,TIST,16:11,,,
MAX,MAX,8591,BTRP,TISX,TIST,16:12,,,
FRT,FRT,1036,EJT1,TJSJ,TIST,16:13,,,
VAL,VAL,1181,BTRP,TISX,TIST,16:25,,,
MAX,MAX,8511,BTRP,TISX,TIST,16:37,,,
DEN,DEN,825,DPRP,TJSJ,TIST,16:48,,,
MAX,MAX,8251,BTRP,TJSJ,TIST,16:55,,,
FRT,FRT,2035,EJT1,TJSJ,TIST,17:05,,,
VAL,VAL,201,EJT1,KFLL,TIST,17:06,,,
DEN,DEN,1289,EJT1,KIAD,TIST,17:08,,,
FRT,FRT,8831,BTRP,TISX,TIST,17:14,,,
FRT,FRT,4842,BTRP,TJSJ,TIST,17:22,,,
LAW,LAW,1461,FRJ1,KMIA,TIST,17:24,,,
VAL,VAL,1189,BTRP,TISX,TIST,17:25,,,
DEN,DEN,875,DPRP,TISX,TIST,17:29,,,
FRT,FRT,1615,DPRP,TUPJ,TIST,17:30,,,
FRT,FRT,214,DPRP,TJSJ,TIST,17:30,,,
FRT,FRT,1635,DPRP,TUPW,TIST,17:30,,,
FRT,FRT,2214,DPRP,TJCG,TIST,17:30,,,
FRT,FRT,130,DPRP,TJSJ,TIST,17:30,,,
MAX,MAX,8761,BTRP,TISX,TIST,17:36,,,
MAX,MAX,8301,BTRP,TJSJ,TIST,17:40,,,
MAX,MAX,1028,BTRP,TJSJ,TIST,17:41,,,
VAL,VAL,1191,BTRP,TISX,TIST,17:45,,,
LAW,LAW,352,BTRP,TISX,TIST,18:10,,,
FRT,FRT,8331,BTRP,TJSJ,TIST,18:20,,,
TAB,TAB,775,EJT1,KATL,TIST,18:27,,,
MAX,MAX,8751,BTRP,TISX,TIST,18:28,,,
VAL,VAL,2105,BTRP,TISX,TIST,18:55,,,
LAW,LAW,3592,BTRP,TJSJ,TIST,18:57,,,
BTV,BTV,6939,BTRP,TQPF,TIST,19:05,,,
TGB,TGB,926,DPRP,TISX,TIST,19:06,,,
DEN,DEN,827,DPRP,TJSJ,TIST,19:13,,,
MAX,MAX,8291,BTRP,TJSJ,TIST,19:20,,,
FRT,FRT,795,EJT1,KMIA,TIST,19:30,,,
MAX,MAX,108,BTRP,TJSJ,TIST,21:18,,,
MAX,MAX,8271,BTRP,TJSJ,TIST,21:20,,,
TAB,TAB,2379,EJT1,KMIA,TIST,21:22,,,
